-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       cudaLaunchKernel         0.06%      11.721ms        19.50%        3.946s     728.014us       0.000us         0.00%        4.115s     759.229us           0 b           0 b           0 b           0 b          5420  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        4.049s        20.02%        4.049s        4.049s           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        4.048s        20.01%        4.048s        4.048s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        4.048s        20.01%        4.048s        4.048s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        4.047s        20.00%        4.047s        4.047s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        4.043s        19.98%        4.043s        4.043s           0 b           0 b           0 b           0 b             1  
                                            aten::copy_         0.01%       2.738ms         7.54%        1.527s       1.094ms        2.751s        13.60%        3.481s       2.496ms           0 b           0 b           0 b           0 b          1395  
ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        2.830s        13.99%        2.830s      17.690ms           0 b           0 b           0 b           0 b           160  
                                         aten::fft_rfft         0.00%     411.280us         5.11%        1.033s       5.741ms       0.000us         0.00%        2.502s      13.899ms           0 b           0 b     213.01 Gb    -147.00 Gb           180  
                                           aten::conv1d         0.00%     215.535us         1.02%     205.942ms       1.525ms       0.000us         0.00%        2.498s      18.503ms           0 b           0 b     202.51 Gb           0 b           135  
                                      aten::convolution         0.00%     330.395us         1.02%     205.726ms       1.524ms       0.000us         0.00%        2.498s      18.503ms           0 b           0 b     202.51 Gb     -39.00 Gb           135  
                                     aten::_convolution         0.00%     896.290us         1.02%     205.396ms       1.521ms       0.000us         0.00%        2.498s      18.503ms           0 b           0 b     241.51 Gb    -163.50 Gb           135  
                                            aten::clone         0.00%     486.898us         3.02%     610.393ms       1.356ms       0.000us         0.00%        2.224s       4.942ms           0 b           0 b     360.05 Gb           0 b           450  
                                         aten::_fft_r2c         0.01%       1.446ms         3.23%     654.168ms       3.634ms        1.229s         6.08%        2.049s      11.381ms           0 b           0 b     180.01 Gb    -180.01 Gb           180  
                                 FlashAttnQKVPackedFunc         0.00%     654.496us         0.07%      13.171ms     526.829us       0.000us         0.00%        1.867s      74.678ms           0 b           0 b       6.25 Gb    -100.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       1.165ms         0.06%      12.120ms     484.788us        1.333s         6.59%        1.867s      74.678ms           0 b           0 b       6.35 Gb           0 b            25  
                                       aten::contiguous         0.00%     126.399us         1.32%     267.421ms       1.189ms       0.000us         0.00%        1.841s       8.180ms           0 b           0 b     247.50 Gb           0 b           225  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        1.617s         7.99%        1.617s       3.993ms           0 b           0 b           0 b           0 b           405  
                                       vk_layer:24:attn         0.00%     626.547us         0.84%     170.454ms      34.091ms       0.000us         0.00%        1.481s     296.190ms           0 b           0 b       1.25 Gb     -24.06 Gb             5  
                                       vk_layer:31:attn         0.00%     673.614us         0.84%     170.435ms      34.087ms       0.000us         0.00%        1.476s     295.132ms           0 b           0 b       1.25 Gb     -24.06 Gb             5  
                                        vk_layer:29:hcm         0.01%       2.126ms         3.33%     674.254ms     134.851ms       0.000us         0.00%        1.362s     272.348ms           0 b           8 b       1.25 Gb     -77.44 Gb             5  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        1.333s         6.59%        1.333s      53.310ms           0 b           0 b           0 b           0 b            25  
sm89_xmma_gemm_e4m3bf16_e4m3f32_f32_tn_n_tilesize128...         0.00%       0.000us         0.00%       0.000us       0.000us        1.318s         6.52%        1.318s       9.766ms           0 b           0 b           0 b           0 b           135  
                                        vk_layer:26:hcm         0.01%       2.027ms         5.81%        1.175s     234.957ms       0.000us         0.00%        1.288s     257.519ms           0 b           0 b       1.25 Gb     -81.44 Gb             5  
                                        vk_layer:27:hcl         0.01%       2.367ms         3.41%     689.710ms     137.942ms       0.000us         0.00%        1.251s     250.295ms           0 b           0 b       1.25 Gb     -79.68 Gb             5  
                                        vk_layer:30:hcl         0.01%       2.297ms         3.41%     689.069ms     137.814ms       0.000us         0.00%        1.250s     249.976ms           0 b           0 b       1.25 Gb     -81.68 Gb             5  
                                        vk_layer:23:hcl         0.01%       2.071ms         3.04%     615.731ms     123.146ms       0.000us         0.00%        1.205s     241.054ms           0 b           0 b       1.25 Gb     -79.68 Gb             5  
                                        aten::fft_irfft         0.00%     163.238us         1.66%     335.870ms       3.732ms       0.000us         0.00%        1.193s      13.260ms           0 b           0 b      90.00 Gb           0 b            90  
                                         aten::_fft_c2r         0.00%     724.086us         1.66%     335.707ms       3.730ms     619.591ms         3.06%        1.193s      13.260ms           0 b           0 b      90.00 Gb    -180.01 Gb            90  
                                         cuLaunchKernel         0.01%       2.291ms         3.76%     761.513ms     689.152us       0.000us         0.00%        1.109s       1.004ms           0 b           0 b           0 b           0 b          1105  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 20.235s
Self CUDA time total: 20.230s
