-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::copy_         0.04%       5.964ms        10.22%        1.690s       1.295ms        2.020s        12.23%        4.151s       3.181ms           0 b           0 b           0 b           0 b          1305  
                                 FlashAttnQKVPackedFunc         0.01%       1.143ms         0.11%      18.286ms     731.457us       0.000us         0.00%        3.845s     153.800ms           0 b           0 b      12.50 Gb    -200.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       2.008ms         0.10%      16.410ms     656.388us        2.394s        14.50%        3.845s     153.800ms           0 b           0 b      12.70 Gb           0 b            25  
                                           aten::conv1d         0.00%     489.068us         2.47%     409.018ms       3.030ms       0.000us         0.00%        3.775s      27.962ms           0 b           0 b     405.01 Gb           0 b           135  
                                      aten::convolution         0.00%     609.535us         2.47%     408.529ms       3.026ms       0.000us         0.00%        3.775s      27.962ms           0 b           0 b     405.01 Gb     -18.00 Gb           135  
                                     aten::_convolution         0.01%       1.573ms         2.47%     407.920ms       3.022ms       0.000us         0.00%        3.775s      27.962ms           0 b           0 b     423.01 Gb    -387.00 Gb           135  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        3.315s        20.07%        3.315s        3.315s           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        3.310s        20.04%        3.310s        3.310s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        3.308s        20.03%        3.308s        3.308s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        3.301s        19.99%        3.301s        3.301s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        3.297s        19.97%        3.297s        3.297s           0 b           0 b           0 b           0 b             1  
                                        vk_layer:27:hcl         0.02%       3.214ms         4.18%     691.749ms     138.350ms       0.000us         0.00%        2.862s     572.480ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        vk_layer:23:hcl         0.02%       3.074ms         4.18%     690.604ms     138.121ms       0.000us         0.00%        2.829s     565.824ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        vk_layer:20:hcl         0.02%       3.469ms         4.18%     690.456ms     138.091ms       0.000us         0.00%        2.799s     559.866ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        vk_layer:30:hcl         0.02%       3.231ms         4.16%     687.628ms     137.526ms       0.000us         0.00%        2.787s     557.488ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                         aten::_fft_r2c         0.02%       3.136ms         2.20%     363.611ms       2.020ms        1.195s         7.24%        2.640s      14.667ms           0 b           0 b     450.00 Gb    -360.01 Gb           180  
                                            aten::clone         0.00%     803.051us         5.09%     842.042ms       2.339ms       0.000us         0.00%        2.543s       7.065ms           0 b           0 b     630.05 Gb           0 b           360  
                                              aten::exp         0.00%     636.092us         2.77%     458.125ms      10.181ms     507.901ms         3.08%        2.540s      56.434ms           0 b           0 b     720.00 Gb     720.00 Gb            45  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        2.394s        14.50%        2.394s      95.747ms           0 b           0 b           0 b           0 b            25  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        2.353s        14.25%        2.353s       7.355ms           0 b           0 b           0 b           0 b           320  
                                       aten::contiguous         0.00%     175.974us         2.17%     358.338ms       2.654ms       0.000us         0.00%        2.254s      16.699ms           0 b           0 b     405.00 Gb           0 b           135  
                                         aten::fft_rfft         0.00%     649.125us         3.96%     655.156ms       4.853ms       0.000us         0.00%        2.030s      15.039ms           0 b           0 b     280.00 Gb    -260.00 Gb           135  
                                        vk_layer:16:hcl         0.02%       2.967ms         2.70%     446.183ms      89.237ms       0.000us         0.00%        2.020s     404.046ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        cudaMemsetAsync         0.02%       3.499ms         4.04%     667.092ms     828.686us       0.000us         0.00%        1.850s       2.298ms           0 b           0 b           0 b           0 b           805  
                                       cuLaunchKernelEx         0.02%       4.066ms         3.33%     550.384ms     683.707us       0.000us         0.00%        1.809s       2.247ms           0 b           0 b           0 b           0 b           805  
                                         cuLaunchKernel         0.02%       3.298ms         3.35%     554.274ms     629.856us       0.000us         0.00%        1.741s       1.979ms           0 b           0 b           0 b           0 b           880  
                                aten::_conv_depthwise2d         0.01%       1.092ms         0.28%      47.038ms     348.427us        1.245s         7.54%        1.521s      11.263ms           0 b           0 b     405.01 Gb           0 b           135  
                                       vk_layer:24:attn         0.01%       1.241ms         1.00%     165.904ms      33.181ms       0.000us         0.00%        1.428s     285.653ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                               aten::to         0.00%     690.351us         4.51%     745.125ms     748.869us       0.000us         0.00%        1.425s       1.432ms           0 b           0 b     810.11 Gb           0 b           995  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 16.532s
Self CUDA time total: 16.513s
