-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us     332.253ms        20.14%     332.253ms     332.253ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us     331.990ms        20.12%     331.990ms     331.990ms           0 b           0 b           0 b           0 b             1  
                                              aten::mul         0.44%       7.285ms         4.60%      76.631ms      56.763us     273.325ms        16.57%     309.913ms     229.565us           0 b           0 b     275.63 Gb     275.63 Gb          1350  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us     303.325ms        18.39%     303.325ms     947.892us           0 b           0 b           0 b           0 b           320  
                                    Command Buffer Full        18.95%     315.483ms        18.95%     315.483ms     303.933us     289.399ms        17.54%     289.399ms     278.805us           0 b           0 b           0 b           0 b          1038  
                                            aten::copy_         0.28%       4.693ms         3.53%      58.822ms      45.074us     250.423ms        15.18%     278.512ms     213.419us           0 b           0 b           0 b           0 b          1305  
                                           aten::conv1d         0.03%     450.100us         0.59%       9.755ms      72.257us       0.000us         0.00%     273.601ms       2.027ms           0 b           0 b      50.64 Gb           0 b           135  
                                      aten::convolution         0.04%     629.089us         0.56%       9.305ms      68.923us       0.000us         0.00%     273.601ms       2.027ms           0 b           0 b      50.64 Gb      -3.75 Gb           135  
                                     aten::_convolution         0.09%       1.524ms         0.52%       8.676ms      64.264us       0.000us         0.00%     273.601ms       2.027ms           0 b           0 b      54.39 Gb     -46.88 Gb           135  
                                aten::_conv_depthwise2d         0.06%       1.057ms         0.21%       3.451ms      25.566us     136.109ms         8.25%     151.227ms       1.120ms           0 b           0 b      50.64 Gb           0 b           135  
                                            aten::clone         0.05%     807.299us         0.91%      15.155ms      42.098us       0.000us         0.00%     146.712ms     407.533us           0 b           0 b      78.80 Gb           0 b           360  
                                       cudaLaunchKernel         1.34%      22.336ms        15.32%     254.972ms      48.199us       2.972ms         0.18%     144.158ms      27.251us           0 b           0 b           0 b           0 b          5290  
                                        vk_layer:30:hcl         0.17%       2.760ms         2.86%      47.570ms       9.514ms       0.000us         0.00%     143.763ms      28.753ms           0 b           0 b     320.00 Mb     -52.66 Gb             5  
                                        vk_layer:27:hcl         0.16%       2.662ms         2.86%      47.613ms       9.523ms       0.000us         0.00%     141.978ms      28.396ms           0 b           0 b     320.00 Mb     -52.66 Gb             5  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     136.109ms         8.25%     136.109ms       1.008ms           0 b           0 b           0 b           0 b           135  
              nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     134.267ms         8.14%     134.267ms     813.741us           0 b           0 b           0 b           0 b           165  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     126.380ms         7.66%     126.380ms     401.208us           0 b           0 b           0 b           0 b           315  
                                       aten::contiguous         0.01%     175.995us         0.16%       2.710ms      20.076us       0.000us         0.00%     122.373ms     906.470us           0 b           0 b      50.62 Gb           0 b           135  
                                               aten::to         0.05%     836.801us         2.67%      44.444ms      44.668us       0.000us         0.00%     113.982ms     114.555us           0 b           0 b     101.36 Gb           0 b           995  
                                         aten::_to_copy         0.13%       2.114ms         2.62%      43.608ms      57.003us       0.000us         0.00%     113.982ms     148.996us           0 b           0 b     101.36 Gb           0 b           765  
                                         aten::_fft_r2c         0.16%       2.729ms         0.71%      11.817ms      65.649us      69.421ms         4.21%      91.888ms     510.491us           0 b           0 b      56.25 Gb     -11.25 Gb           180  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      88.854ms         5.39%      88.854ms     987.267us           0 b           0 b           0 b           0 b            90  
                                       vk_layer:31:attn         0.06%       1.040ms         3.44%      57.300ms      11.460ms       0.000us         0.00%      85.452ms      17.090ms           0 b           0 b     320.00 Mb      -6.02 Gb             5  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      81.299ms         4.93%      81.299ms       1.807ms           0 b           0 b           0 b           0 b            45  
                                        vk_layer:20:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.442ms         4.88%      80.442ms      16.088ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:23:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.286ms         4.87%      80.286ms      16.057ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:27:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.239ms         4.86%      80.239ms      16.048ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:13:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.195ms         4.86%      80.195ms      16.039ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:16:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.168ms         4.86%      80.168ms      16.034ms           0 b           0 b           0 b           0 b             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.665s
Self CUDA time total: 1.650s
