-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        1.466s        20.10%        1.466s        1.466s           0 b           0 b           0 b           0 b             1
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        1.461s        20.03%        1.461s        1.461s           0 b           0 b           0 b           0 b             1
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        1.461s        20.02%        1.461s        1.461s           0 b           0 b           0 b           0 b             1
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        1.461s        20.02%        1.461s        1.461s           0 b           0 b           0 b           0 b             1
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        1.460s        20.01%        1.460s        1.460s           0 b           0 b           0 b           0 b             1
                                           aten::conv1d         0.01%     506.911us         1.15%      83.781ms     465.450us       0.000us         0.00%        1.456s       8.092ms           0 b           0 b     225.02 Gb           0 b           180
                                      aten::convolution         0.01%     703.041us         1.14%      83.274ms     462.634us       0.000us         0.00%        1.456s       8.092ms           0 b           0 b     225.02 Gb     -25.50 Gb           180
                                     aten::_convolution         0.03%       1.867ms         1.13%      82.571ms     458.728us       0.000us         0.00%        1.456s       8.092ms           0 b           0 b     250.52 Gb    -177.00 Gb           180
                                            aten::copy_         0.06%       4.679ms         5.76%     420.833ms     322.477us        1.008s        13.82%        1.264s     968.666us           0 b           0 b           0 b           0 b          1305
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        1.180s        16.18%        1.180s       3.689ms           0 b           0 b           0 b           0 b           320
                                aten::_conv_depthwise2d         0.02%       1.213ms         0.70%      51.535ms     286.307us     645.375ms         8.85%     860.190ms       4.779ms           0 b           0 b     225.02 Gb           0 b           180
                                        vk_layer:23:hcl         0.04%       2.880ms         5.55%     405.834ms      81.167ms       0.000us         0.00%     851.588ms     170.318ms           0 b           0 b       1.25 Gb    -209.93 Gb             5
                                        vk_layer:30:hcl         0.04%       2.753ms         5.54%     404.665ms      80.933ms       0.000us         0.00%     848.486ms     169.697ms           0 b           0 b       1.25 Gb    -209.93 Gb             5
                                        vk_layer:27:hcl         0.04%       2.709ms         3.79%     276.774ms      55.355ms       0.000us         0.00%     844.016ms     168.803ms           0 b           0 b       1.25 Gb    -209.93 Gb             5
                                 FlashAttnQKVPackedFunc         0.01%       1.094ms         0.09%       6.552ms     262.073us       0.000us         0.00%     812.775ms      32.511ms           0 b           0 b       6.25 Gb    -100.01 Mb            25
                        flash_attn::_flash_attn_forward         0.02%       1.741ms         0.06%       4.722ms     188.869us     581.219ms         7.97%     812.775ms      32.511ms           0 b           0 b       6.35 Gb           0 b            25
                                            aten::clone         0.01%     826.901us         2.39%     174.985ms     486.069us       0.000us         0.00%     716.514ms       1.990ms           0 b           0 b     315.05 Gb           0 b           360
                                        cudaMemsetAsync         0.04%       3.182ms         2.33%     170.595ms     211.919us       0.000us         0.00%     678.806ms     843.237us           0 b           0 b           0 b           0 b           805
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     645.375ms         8.85%     645.375ms       3.585ms           0 b           0 b           0 b           0 b           180
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us     599.922ms         8.22%     599.922ms       3.750ms           0 b           0 b           0 b           0 b           160
                                       aten::contiguous         0.00%     237.178us         0.38%      27.973ms     207.211us       0.000us         0.00%     596.280ms       4.417ms           0 b           0 b     202.50 Gb           0 b           135
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us     581.219ms         7.97%     581.219ms      23.249ms           0 b           0 b           0 b           0 b            25
                                         aten::_fft_r2c         0.04%       2.634ms         1.74%     126.925ms     705.141us     379.745ms         5.20%     568.933ms       3.161ms           0 b           0 b     225.00 Gb     -45.00 Gb           180
                                       cuLaunchKernelEx         0.05%       3.601ms         2.93%     214.529ms     266.496us       0.000us         0.00%     545.718ms     677.910us           0 b           0 b           0 b           0 b           805
                                              aten::exp         0.01%     422.574us         1.67%     121.736ms       2.705ms     254.080ms         3.48%     508.167ms      11.293ms           0 b           0 b     360.00 Gb     360.00 Gb            45
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     507.940ms         6.96%     507.940ms       1.613ms           0 b           0 b           0 b           0 b           315
                                               aten::to         0.01%     652.988us         2.90%     212.003ms     213.069us       0.000us         0.00%     477.865ms     480.266us           0 b           0 b     405.11 Gb           0 b           995
                                         aten::_to_copy         0.03%       2.039ms         2.89%     211.350ms     276.275us       0.000us         0.00%     477.865ms     624.660us           0 b           0 b     405.11 Gb           0 b           765
                                       vk_layer:24:attn         0.02%       1.136ms         1.24%      90.499ms      18.100ms       0.000us         0.00%     453.524ms      90.705ms           0 b           0 b       1.25 Gb     -24.06 Gb             5
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
Self CPU time total: 7.311s
Self CUDA time total: 7.296s
