-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us     333.708ms        20.11%     333.708ms     333.708ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us     333.627ms        20.10%     333.627ms     333.627ms           0 b           0 b           0 b           0 b             1  
                                    Command Buffer Full        19.82%     331.802ms        19.82%     331.802ms     292.852us     314.620ms        18.96%     314.620ms     277.688us           0 b           0 b           0 b           0 b          1133  
                                              aten::mul         0.42%       7.016ms         4.63%      77.503ms      57.409us     272.955ms        16.45%     310.469ms     229.977us           0 b           0 b     275.63 Gb     275.63 Gb          1350  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us     302.178ms        18.21%     302.178ms     944.306us           0 b           0 b           0 b           0 b           320  
                                           aten::conv1d         0.05%     792.862us         0.73%      12.243ms      68.016us       0.000us         0.00%     299.566ms       1.664ms           0 b           0 b      56.27 Gb           0 b           180  
                                      aten::convolution         0.04%     617.130us         0.68%      11.450ms      63.611us       0.000us         0.00%     299.566ms       1.664ms           0 b           0 b      56.27 Gb      -8.25 Gb           180  
                                     aten::_convolution         0.11%       1.796ms         0.65%      10.833ms      60.182us       0.000us         0.00%     299.566ms       1.664ms           0 b           0 b      64.52 Gb     -42.38 Gb           180  
                                            aten::copy_         0.27%       4.494ms         3.61%      60.496ms      46.357us     251.644ms        15.16%     286.111ms     219.242us           0 b           0 b           0 b           0 b          1305  
                                aten::_conv_depthwise2d         0.07%       1.221ms         0.29%       4.812ms      26.732us     153.209ms         9.23%     172.209ms     956.718us           0 b           0 b      56.27 Gb           0 b           180  
                                       cudaLaunchKernel         1.17%      19.652ms        15.65%     261.865ms      49.084us       1.548ms         0.09%     155.247ms      29.100us           0 b           0 b           0 b           0 b          5335  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     153.209ms         9.23%     153.209ms     851.162us           0 b           0 b           0 b           0 b           180  
                                            aten::clone         0.05%     803.625us         0.91%      15.251ms      42.364us       0.000us         0.00%     151.697ms     421.380us           0 b           0 b      78.80 Gb           0 b           360  
                                        vk_layer:27:hcl         0.15%       2.569ms         2.84%      47.519ms       9.504ms       0.000us         0.00%     143.842ms      28.768ms           0 b           0 b     320.00 Mb     -52.66 Gb             5  
                                        vk_layer:30:hcl         0.15%       2.580ms         2.84%      47.542ms       9.508ms       0.000us         0.00%     142.866ms      28.573ms           0 b           0 b     320.00 Mb     -52.66 Gb             5  
              nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     133.782ms         8.06%     133.782ms     810.798us           0 b           0 b           0 b           0 b           165  
                                       aten::contiguous         0.01%     229.929us         0.19%       3.153ms      23.352us       0.000us         0.00%     127.356ms     943.381us           0 b           0 b      50.62 Gb           0 b           135  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     126.424ms         7.62%     126.424ms     401.347us           0 b           0 b           0 b           0 b           315  
                                               aten::to         0.04%     640.002us         2.72%      45.565ms      45.794us       0.000us         0.00%     116.607ms     117.193us           0 b           0 b     101.36 Gb           0 b           995  
                                         aten::_to_copy         0.11%       1.840ms         2.68%      44.925ms      58.725us       0.000us         0.00%     116.607ms     152.428us           0 b           0 b     101.36 Gb           0 b           765  
                                         aten::_fft_r2c         0.14%       2.378ms         0.85%      14.220ms      79.003us      69.319ms         4.18%      91.762ms     509.788us           0 b           0 b      56.25 Gb     -11.25 Gb           180  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      88.790ms         5.35%      88.790ms     986.557us           0 b           0 b           0 b           0 b            90  
                                       vk_layer:31:attn         0.07%       1.104ms         3.42%      57.238ms      11.448ms       0.000us         0.00%      85.181ms      17.036ms           0 b           0 b     320.00 Mb      -6.02 Gb             5  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      81.217ms         4.89%      81.217ms       1.805ms           0 b           0 b           0 b           0 b            45  
                                        vk_layer:27:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.156ms         4.83%      80.156ms      16.031ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:20:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.134ms         4.83%      80.134ms      16.027ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:23:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.110ms         4.83%      80.110ms      16.022ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:06:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.099ms         4.83%      80.099ms      16.020ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:16:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      80.069ms         4.82%      80.069ms      16.014ms           0 b           0 b           0 b           0 b             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.674s
Self CUDA time total: 1.659s
