-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us     313.179ms        20.11%     313.179ms     313.179ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us     313.156ms        20.11%     313.156ms     313.156ms           0 b           0 b           0 b           0 b             1  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us     311.135ms        19.98%     311.135ms     972.297us           0 b           0 b           0 b           0 b           320  
                                           aten::conv1d         0.03%     536.473us         0.73%      11.459ms      63.658us       0.000us         0.00%     277.331ms       1.541ms           0 b           0 b      56.27 Gb           0 b           180  
                                      aten::convolution         0.04%     664.250us         0.69%      10.922ms      60.678us       0.000us         0.00%     277.331ms       1.541ms           0 b           0 b      56.27 Gb      -4.12 Gb           180  
                                     aten::_convolution         0.12%       1.929ms         0.65%      10.258ms      56.988us       0.000us         0.00%     277.331ms       1.541ms           0 b           0 b      60.39 Gb     -46.50 Gb           180  
                                              aten::mul         0.49%       7.715ms         4.70%      73.882ms      54.727us     245.362ms        15.75%     276.286ms     204.657us           0 b           0 b     275.63 Gb     275.63 Gb          1350  
                                    Command Buffer Full        17.51%     275.302ms        17.51%     275.302ms     282.651us     265.980ms        17.08%     265.980ms     273.080us           0 b           0 b           0 b           0 b           974  
                                            aten::copy_         0.31%       4.823ms         2.80%      44.036ms      33.744us     220.137ms        14.13%     243.129ms     186.306us           0 b           0 b           0 b           0 b          1305  
                                aten::_conv_depthwise2d         0.08%       1.286ms         0.28%       4.459ms      24.773us     155.647ms         9.99%     172.201ms     956.674us           0 b           0 b      56.27 Gb           0 b           180  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     155.647ms         9.99%     155.647ms     864.706us           0 b           0 b           0 b           0 b           180  
              nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     137.104ms         8.80%     137.104ms     830.935us           0 b           0 b           0 b           0 b           165  
                                        vk_layer:27:hcl         0.19%       3.007ms         2.83%      44.454ms       8.891ms       0.000us         0.00%     127.888ms      25.578ms           0 b           0 b     320.00 Mb     -52.66 Gb             5  
                                        vk_layer:30:hcl         0.18%       2.853ms         2.82%      44.396ms       8.879ms       0.000us         0.00%     126.861ms      25.372ms           0 b           0 b     320.00 Mb     -52.66 Gb             5  
                                            aten::clone         0.06%     892.827us         0.65%      10.195ms      28.319us       0.000us         0.00%     122.360ms     339.888us           0 b           0 b      78.80 Gb           0 b           360  
                                       cudaLaunchKernel         1.47%      23.080ms        14.02%     220.367ms      41.306us       1.381ms         0.09%     120.862ms      22.655us           0 b           0 b           0 b           0 b          5335  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     108.615ms         6.97%     108.615ms     344.808us           0 b           0 b           0 b           0 b           315  
                                       aten::contiguous         0.02%     239.982us         0.18%       2.781ms      20.599us       0.000us         0.00%     105.129ms     778.737us           0 b           0 b      50.62 Gb           0 b           135  
                                               aten::to         0.05%     721.849us         2.28%      35.800ms      35.980us       0.000us         0.00%     104.672ms     105.198us           0 b           0 b     101.36 Gb           0 b           995  
                                         aten::_to_copy         0.13%       2.119ms         2.23%      35.078ms      45.854us       0.000us         0.00%     104.672ms     136.826us           0 b           0 b     101.36 Gb           0 b           765  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      90.635ms         5.82%      90.635ms       1.007ms           0 b           0 b           0 b           0 b            90  
                                       vk_layer:31:attn         0.10%       1.540ms         3.21%      50.485ms      10.097ms       0.000us         0.00%      86.158ms      17.232ms           0 b           0 b     320.00 Mb      -6.02 Gb             5  
                                         aten::_fft_r2c         0.17%       2.619ms         0.92%      14.503ms      80.570us      60.653ms         3.89%      80.682ms     448.234us           0 b           0 b      56.25 Gb     -11.25 Gb           180  
           nvjet_qqtst_192x192_128x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us      73.915ms         4.75%      73.915ms     547.516us           0 b           0 b           0 b           0 b           135  
                                        vk_layer:27:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      73.661ms         4.73%      73.661ms      14.732ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:30:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      73.060ms         4.69%      73.060ms      14.612ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:13:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      72.994ms         4.69%      72.994ms      14.599ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:06:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      72.986ms         4.69%      72.986ms      14.597ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:20:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      72.831ms         4.68%      72.831ms      14.566ms           0 b           0 b           0 b           0 b             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.572s
Self CUDA time total: 1.557s
