-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                 FlashAttnQKVPackedFunc         0.01%       1.283ms         0.11%      18.021ms     720.846us       0.000us         0.00%        3.964s     158.565ms           0 b           0 b      12.50 Gb    -200.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       1.951ms         0.10%      15.841ms     633.624us        2.472s        15.73%        3.964s     158.565ms           0 b           0 b      12.70 Gb           0 b            25  
                                           aten::conv1d         0.00%     614.150us         2.50%     394.119ms       2.190ms       0.000us         0.00%        3.681s      20.449ms           0 b           0 b     450.02 Gb           0 b           180  
                                      aten::convolution         0.01%     803.600us         2.50%     393.505ms       2.186ms       0.000us         0.00%        3.681s      20.449ms           0 b           0 b     450.02 Gb      -6.00 Gb           180  
                                     aten::_convolution         0.01%       2.081ms         2.50%     392.701ms       2.182ms       0.000us         0.00%        3.681s      20.449ms           0 b           0 b     456.02 Gb    -399.00 Gb           180  
                                            aten::copy_         0.04%       6.493ms        10.12%        1.592s       1.220ms        1.784s        11.35%        3.615s       2.770ms           0 b           0 b           0 b           0 b          1305  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        3.156s        20.08%        3.156s        3.156s           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        3.152s        20.05%        3.152s        3.152s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        3.145s        20.01%        3.145s        3.145s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        3.143s        20.00%        3.143s        3.143s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        3.138s        19.97%        3.138s        3.138s           0 b           0 b           0 b           0 b             1  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        2.472s        15.73%        2.472s      98.882ms           0 b           0 b           0 b           0 b            25  
                                        vk_layer:30:hcl         0.02%       3.214ms         4.30%     676.767ms     135.353ms       0.000us         0.00%        2.457s     491.493ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        vk_layer:23:hcl         0.02%       3.212ms         4.29%     675.772ms     135.154ms       0.000us         0.00%        2.436s     487.266ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        vk_layer:27:hcl         0.02%       3.262ms         4.28%     672.961ms     134.592ms       0.000us         0.00%        2.435s     487.018ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        vk_layer:20:hcl         0.02%       3.347ms         4.29%     674.555ms     134.911ms       0.000us         0.00%        2.435s     486.954ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        2.411s        15.34%        2.411s       7.534ms           0 b           0 b           0 b           0 b           320  
                                         aten::_fft_r2c         0.02%       3.320ms         2.16%     339.363ms       1.885ms     955.999ms         6.08%        2.109s      11.717ms           0 b           0 b     450.00 Gb    -360.01 Gb           180  
                                            aten::clone         0.01%       1.000ms         5.20%     817.578ms       2.271ms       0.000us         0.00%        2.097s       5.824ms           0 b           0 b     630.05 Gb           0 b           360  
                                        cudaMemsetAsync         0.03%       4.420ms         3.98%     625.617ms     777.164us       0.000us         0.00%        1.891s       2.349ms           0 b           0 b           0 b           0 b           805  
                                       aten::contiguous         0.00%     240.717us         2.10%     329.860ms       2.443ms       0.000us         0.00%        1.890s      13.998ms           0 b           0 b     405.00 Gb           0 b           135  
                                       cuLaunchKernelEx         0.03%       4.464ms         3.09%     486.033ms     603.768us       0.000us         0.00%        1.849s       2.297ms           0 b           0 b           0 b           0 b           805  
                                              aten::exp         0.00%     705.230us         2.77%     435.535ms       9.679ms     362.927ms         2.31%        1.815s      40.325ms           0 b           0 b     720.00 Gb     720.00 Gb            45  
                                aten::_conv_depthwise2d         0.01%       1.359ms         0.38%      59.391ms     329.948us        1.465s         9.32%        1.791s       9.951ms           0 b           0 b     450.02 Gb           0 b           180  
                                        vk_layer:16:hcl         0.02%       3.057ms         2.69%     423.593ms      84.719ms       0.000us         0.00%        1.758s     351.612ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                         aten::fft_rfft         0.00%     670.342us         3.83%     602.980ms       4.467ms       0.000us         0.00%        1.567s      11.606ms           0 b           0 b     272.00 Gb    -268.00 Gb           135  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us        1.465s         9.32%        1.465s       8.142ms           0 b           0 b           0 b           0 b           180  
                                       vk_layer:24:attn         0.01%       1.299ms         0.96%     151.098ms      30.220ms       0.000us         0.00%        1.462s     292.464ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:31:attn         0.01%       1.274ms         0.96%     151.285ms      30.257ms       0.000us         0.00%        1.443s     288.696ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 15.737s
Self CUDA time total: 15.719s
