-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                              aten::mul         0.12%       8.619ms         7.16%     496.882ms     368.061us        1.013s        14.63%        1.650s       1.223ms           0 b           0 b    1102.52 Gb    1102.52 Gb          1350  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        1.391s        20.10%        1.391s        1.391s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        1.388s        20.05%        1.388s        1.388s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        1.388s        20.05%        1.388s        1.388s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        1.387s        20.03%        1.387s        1.387s           0 b           0 b           0 b           0 b             1  
                                           aten::conv1d         0.01%     591.000us         1.12%      78.011ms     433.396us       0.000us         0.00%        1.386s       7.700ms           0 b           0 b     225.02 Gb           0 b           180  
                                      aten::convolution         0.01%     757.971us         1.12%      77.420ms     430.113us       0.000us         0.00%        1.386s       7.700ms           0 b           0 b     225.02 Gb      -4.50 Gb           180  
                                     aten::_convolution         0.03%       2.026ms         1.11%      76.662ms     425.902us       0.000us         0.00%        1.386s       7.700ms           0 b           0 b     229.52 Gb    -198.00 Gb           180  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        1.381s        19.95%        1.381s        1.381s           0 b           0 b           0 b           0 b             1  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        1.211s        17.50%        1.211s       3.785ms           0 b           0 b           0 b           0 b           320  
                                            aten::copy_         0.07%       5.193ms         5.90%     409.048ms     313.447us     880.335ms        12.72%        1.096s     839.560us           0 b           0 b           0 b           0 b          1305  
                                aten::_conv_depthwise2d         0.02%       1.317ms         0.68%      47.297ms     262.763us     661.919ms         9.56%     880.414ms       4.891ms           0 b           0 b     225.02 Gb           0 b           180  
                                 FlashAttnQKVPackedFunc         0.02%       1.334ms         0.09%       6.588ms     263.502us       0.000us         0.00%     851.734ms      34.069ms           0 b           0 b       6.25 Gb    -100.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.03%       2.079ms         0.06%       4.411ms     176.432us     605.821ms         8.75%     851.734ms      34.069ms           0 b           0 b       6.35 Gb           0 b            25  
                                        vk_layer:30:hcl         0.05%       3.496ms         5.75%     398.806ms      79.761ms       0.000us         0.00%     763.592ms     152.718ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                        vk_layer:27:hcl         0.05%       3.200ms         3.87%     268.583ms      53.717ms       0.000us         0.00%     762.567ms     152.513ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                        vk_layer:23:hcl         0.05%       3.459ms         5.76%     399.562ms      79.912ms       0.000us         0.00%     762.169ms     152.434ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                        cudaMemsetAsync         0.06%       4.159ms         1.97%     136.931ms     170.101us       0.000us         0.00%     678.273ms     842.575us           0 b           0 b           0 b           0 b           805  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     661.919ms         9.56%     661.919ms       3.677ms           0 b           0 b           0 b           0 b           180  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us     615.965ms         8.90%     615.965ms       3.850ms           0 b           0 b           0 b           0 b           160  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us     605.821ms         8.75%     605.821ms      24.233ms           0 b           0 b           0 b           0 b            25  
                                            aten::clone         0.01%     969.026us         2.57%     178.023ms     494.507us       0.000us         0.00%     591.491ms       1.643ms           0 b           0 b     315.05 Gb           0 b           360  
                                       cuLaunchKernelEx         0.06%       4.413ms         2.82%     195.635ms     243.025us       0.000us         0.00%     552.257ms     686.033us           0 b           0 b           0 b           0 b           805  
                                         aten::_fft_r2c         0.04%       2.870ms         1.75%     121.101ms     672.784us     337.607ms         4.88%     506.329ms       2.813ms           0 b           0 b     225.00 Gb     -45.00 Gb           180  
                                       aten::contiguous         0.00%     234.593us         0.38%      26.081ms     193.193us       0.000us         0.00%     505.614ms       3.745ms           0 b           0 b     202.50 Gb           0 b           135  
                                       vk_layer:31:attn         0.02%       1.384ms         1.28%      88.844ms      17.769ms       0.000us         0.00%     468.056ms      93.611ms           0 b           0 b       1.25 Gb     -24.06 Gb             5  
                                       vk_layer:24:attn         0.02%       1.376ms         1.28%      88.880ms      17.776ms       0.000us         0.00%     467.522ms      93.504ms           0 b           0 b       1.25 Gb     -24.06 Gb             5  
                                               aten::to         0.01%     738.645us         2.84%     196.860ms     197.849us       0.000us         0.00%     441.453ms     443.672us           0 b           0 b     405.11 Gb           0 b           995  
                                         aten::_to_copy         0.03%       2.359ms         2.83%     196.122ms     256.368us       0.000us         0.00%     441.453ms     577.063us           0 b           0 b     405.11 Gb           0 b           765  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     433.780ms         6.27%     433.780ms       1.377ms           0 b           0 b           0 b           0 b           315  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.936s
Self CUDA time total: 6.922s
