-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                              aten::mul         0.05%      15.059ms        19.55%        6.085s       2.898ms        3.319s        10.67%       13.399s       6.380ms           0 b           0 b    3431.29 Gb    3431.29 Gb          2100  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us       11.840s        38.08%       11.840s      15.786ms           0 b           0 b           0 b           0 b           750  
                                       cuLaunchKernelEx         0.02%       6.767ms         4.01%        1.247s     993.251us       0.000us         0.00%        8.246s       6.570ms           0 b           0 b           0 b           0 b          1255  
                                        cudaMemsetAsync         0.02%       6.356ms         5.66%        1.761s       1.403ms       0.000us         0.00%        7.797s       6.213ms           0 b           0 b           0 b           0 b          1255  
                                           aten::conv1d         0.00%       1.050ms         4.11%        1.280s       4.572ms       0.000us         0.00%        7.561s      27.004ms           0 b           0 b     700.05 Gb           0 b           280  
                                      aten::convolution         0.00%       1.294ms         4.11%        1.279s       4.568ms       0.000us         0.00%        7.561s      27.004ms           0 b           0 b     700.05 Gb      -3.00 Gb           280  
                                     aten::_convolution         0.01%       3.271ms         4.11%        1.278s       4.564ms       0.000us         0.00%        7.561s      27.004ms           0 b           0 b     703.05 Gb    -627.00 Gb           280  
                                            aten::copy_         0.03%      10.286ms        15.96%        4.966s       2.446ms        2.865s         9.22%        6.979s       3.438ms           0 b           0 b           0 b           0 b          2030  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        6.236s        20.06%        6.236s        6.236s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        6.231s        20.04%        6.231s        6.231s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        6.226s        20.02%        6.226s        6.226s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        6.218s        20.00%        6.218s        6.218s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        6.206s        19.96%        6.206s        6.206s           0 b           0 b           0 b           0 b             1  
                                            aten::clone         0.01%       1.611ms         5.86%        1.825s       3.259ms       0.000us         0.00%        4.197s       7.495ms           0 b           0 b     980.15 Gb           0 b           560  
                                       aten::contiguous         0.00%     349.985us         3.19%     993.836ms       4.733ms       0.000us         0.00%        3.901s      18.578ms           0 b           0 b     630.00 Gb           0 b           210  
                                 FlashAttnQKVPackedFunc         0.01%       2.151ms         0.31%      95.888ms       2.397ms       0.000us         0.00%        3.865s      96.626ms           0 b           0 b      20.00 Gb    -320.02 Mb            40  
                        flash_attn::_flash_attn_forward         0.01%       3.367ms         0.30%      92.379ms       2.309ms        2.209s         7.10%        3.865s      96.626ms           0 b           0 b      20.31 Gb           0 b            40  
                                aten::_conv_depthwise2d         0.01%       2.209ms         0.90%     278.531ms     994.754us        2.451s         7.88%        3.660s      13.070ms           0 b           0 b     700.05 Gb           0 b           280  
                                        vk_layer:30:hcl         0.01%       3.205ms         2.53%     787.022ms     157.404ms       0.000us         0.00%        3.382s     676.472ms           0 b           0 b       2.50 Gb    -420.32 Gb             5  
                                        vk_layer:23:hcl         0.01%       3.250ms         2.52%     785.752ms     157.150ms       0.000us         0.00%        3.266s     653.219ms           0 b           0 b       2.50 Gb    -420.32 Gb             5  
                                              aten::exp         0.00%       1.035ms         1.05%     327.667ms       4.681ms     564.914ms         1.82%        3.115s      44.499ms           0 b           0 b    1120.00 Gb    1120.00 Gb            70  
                                        vk_layer:34:hcl         0.01%       3.221ms         3.87%        1.205s     241.001ms       0.000us         0.00%        2.962s     592.450ms           0 b           0 b       2.50 Gb    -420.32 Gb             5  
                                        vk_layer:48:hcl         0.01%       3.329ms         3.88%        1.207s     241.471ms       0.000us         0.00%        2.956s     591.291ms           0 b           0 b       2.50 Gb    -420.32 Gb             5  
                                        vk_layer:41:hcl         0.01%       3.338ms         3.85%        1.200s     239.929ms       0.000us         0.00%        2.948s     589.647ms           0 b           0 b       2.50 Gb    -420.32 Gb             5  
                                        vk_layer:20:hcl         0.01%       3.227ms         3.89%        1.210s     241.955ms       0.000us         0.00%        2.946s     589.110ms           0 b           0 b       2.50 Gb    -420.32 Gb             5  
                                        vk_layer:27:hcl         0.01%       2.874ms         3.85%        1.199s     239.877ms       0.000us         0.00%        2.900s     580.070ms           0 b           8 b       2.50 Gb    -420.82 Gb             5  
                                        vk_layer:38:hcl         0.01%       3.193ms         2.74%     852.028ms     170.406ms       0.000us         0.00%        2.864s     572.813ms           0 b           0 b       2.50 Gb    -420.32 Gb             5  
                                        vk_layer:45:hcl         0.01%       3.260ms         2.75%     855.307ms     171.061ms       0.000us         0.00%        2.819s     563.892ms           0 b           0 b       2.50 Gb    -420.32 Gb             5  
                                               aten::to         0.00%       1.279ms         5.30%        1.650s       1.068ms       0.000us         0.00%        2.535s       1.641ms           0 b           0 b    1260.35 Gb           0 b          1545  
                                         aten::_to_copy         0.02%       5.430ms         5.30%        1.649s       1.386ms       0.000us         0.00%        2.535s       2.130ms           0 b           0 b    1260.35 Gb           0 b          1190  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 31.119s
Self CUDA time total: 31.093s
