-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::conv1d         0.02%     340.090us         1.21%      16.486ms     122.121us       0.000us         0.00%     273.944ms       2.029ms           0 b           0 b      50.64 Gb           0 b           135  
                                      aten::convolution         0.04%     520.719us         1.18%      16.146ms     119.601us       0.000us         0.00%     273.944ms       2.029ms           0 b           0 b      50.64 Gb      -3.38 Gb           135  
                                     aten::_convolution         0.12%       1.581ms         1.15%      15.625ms     115.744us       0.000us         0.00%     273.944ms       2.029ms           0 b           0 b      54.01 Gb     -47.25 Gb           135  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us     272.927ms        20.22%     272.927ms     272.927ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us     272.793ms        20.21%     272.793ms     272.793ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us     272.408ms        20.18%     272.408ms     272.408ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us     271.793ms        20.13%     271.793ms     271.793ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us     271.236ms        20.09%     271.236ms     271.236ms           0 b           0 b           0 b           0 b             1  
                                    Command Buffer Full        12.41%     169.221ms        12.41%     169.221ms     244.539us     191.312ms        14.17%     191.312ms     276.462us           0 b           0 b           0 b           0 b           692  
                                            aten::clone         0.07%     894.591us         1.44%      19.567ms      43.483us       0.000us         0.00%     157.472ms     349.938us           0 b           0 b      90.05 Gb           0 b           450  
                                aten::_conv_depthwise2d         0.07%     987.603us         0.50%       6.781ms      50.229us     137.296ms        10.17%     151.561ms       1.123ms           0 b           0 b      50.64 Gb           0 b           135  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     137.296ms        10.17%     137.296ms       1.017ms           0 b           0 b           0 b           0 b           135  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     136.493ms        10.11%     136.493ms     337.019us           0 b           0 b           0 b           0 b           405  
              nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     135.006ms        10.00%     135.006ms     818.219us           0 b           0 b           0 b           0 b           165  
                                       aten::contiguous         0.02%     314.619us         0.59%       8.017ms      35.632us       0.000us         0.00%     133.921ms     595.203us           0 b           0 b      61.88 Gb           0 b           225  
                                               aten::to         0.05%     639.485us         2.09%      28.448ms      25.175us       0.000us         0.00%     105.951ms      93.762us           0 b           0 b      98.55 Gb           0 b          1130  
                                         aten::_to_copy         0.15%       1.988ms         2.04%      27.809ms      36.351us       0.000us         0.00%     105.951ms     138.498us           0 b           0 b      98.55 Gb           0 b           765  
                                        vk_layer:30:hcl         0.27%       3.625ms         3.26%      44.416ms       8.883ms       0.000us         0.00%      82.434ms      16.487ms           0 b           0 b     320.00 Mb     -20.10 Gb             5  
                                       vk_layer:31:attn         0.08%       1.146ms         1.83%      24.975ms       4.995ms       0.000us         0.00%      82.056ms      16.411ms           0 b           0 b     320.00 Mb      -6.02 Gb             5  
                                        vk_layer:27:hcl         0.26%       3.577ms         3.00%      40.960ms       8.192ms       0.000us         0.00%      80.418ms      16.084ms           0 b           0 b     320.00 Mb     -19.85 Gb             5  
                                              aten::mul         0.40%       5.492ms         2.65%      36.084ms      34.864us      72.679ms         5.38%      78.045ms      75.406us           0 b           0 b      61.88 Gb      61.88 Gb          1035  
                                         aten::fft_rfft         0.05%     670.333us         0.99%      13.504ms      75.021us       0.000us         0.00%      75.055ms     416.969us           0 b           0 b      49.51 Gb     -40.50 Gb           180  
                                        vk_layer:29:hcm         0.24%       3.322ms         3.55%      48.374ms       9.675ms       0.000us         0.00%      74.850ms      14.970ms           0 b           0 b     320.00 Mb     -19.80 Gb             5  
           nvjet_qqtst_192x192_128x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us      72.259ms         5.35%      72.259ms     535.255us           0 b           0 b           0 b           0 b           135  
                                        cudaMemsetAsync         0.23%       3.196ms         1.68%      22.865ms      28.582us       3.225ms         0.24%      68.085ms      85.106us           0 b           0 b           0 b           0 b           800  
                                       cudaLaunchKernel         1.28%      17.425ms        10.11%     137.783ms      29.007us       5.295ms         0.39%      67.457ms      14.201us           0 b           0 b           0 b           0 b          4750  
                                        vk_layer:28:hcs         0.20%       2.762ms         2.90%      39.517ms       7.903ms       0.000us         0.00%      61.717ms      12.343ms           0 b           0 b     320.00 Mb     -13.91 Gb             5  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      57.190ms         4.24%      57.190ms     105.908us           0 b           0 b           0 b           0 b           540  
                                       cuLaunchKernelEx         0.27%       3.625ms         1.28%      17.502ms      21.742us     553.018us         0.04%      55.871ms      69.405us           0 b           0 b           0 b           0 b           805  
                                        vk_layer:20:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      47.912ms         3.55%      47.912ms       9.582ms           0 b           0 b           0 b           0 b             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.363s
Self CUDA time total: 1.350s
