-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                      aten::convolution         0.00%     586.447us         2.93%     415.465ms       3.078ms       0.000us         0.00%        3.378s      25.019ms           0 b           0 b     405.01 Gb     -36.00 Gb           135  
                                     aten::_convolution         0.01%       1.789ms         2.92%     414.878ms       3.073ms       0.000us         0.00%        3.378s      25.019ms           0 b           0 b     441.01 Gb    -369.00 Gb           135  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        2.839s        20.04%        2.839s        2.839s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        2.838s        20.03%        2.838s        2.838s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        2.836s        20.01%        2.836s        2.836s           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        2.836s        20.01%        2.836s        2.836s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        2.835s        20.00%        2.835s        2.835s           0 b           0 b           0 b           0 b             1  
                                 FlashAttnQKVPackedFunc         0.01%       1.197ms         0.03%       4.683ms     187.302us       0.000us         0.00%        2.409s      96.380ms           0 b           0 b      12.50 Gb    -200.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       2.042ms         0.02%       2.765ms     110.610us        2.409s        17.00%        2.409s      96.380ms           0 b           0 b      12.70 Gb           0 b            25  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        2.409s        17.00%        2.409s      96.380ms           0 b           0 b           0 b           0 b            25  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        2.355s        16.62%        2.355s       7.359ms           0 b           0 b           0 b           0 b           320  
                                            aten::clone         0.01%       1.005ms         4.70%     667.304ms       1.483ms       0.000us         0.00%        2.331s       5.180ms           0 b           0 b     720.05 Gb           0 b           450  
                                       cudaLaunchKernel         0.15%      21.087ms        26.84%        3.807s     701.810us       0.000us         0.00%        2.124s     391.535us           0 b           0 b           0 b           0 b          5425  
                                       aten::contiguous         0.00%     361.242us         3.12%     442.373ms       1.966ms       0.000us         0.00%        2.079s       9.241ms           0 b           0 b     495.00 Gb           0 b           225  
                                         aten::fft_rfft         0.01%     748.266us         2.27%     322.685ms       1.793ms       0.000us         0.00%        2.074s      11.525ms           0 b           0 b     394.01 Gb    -326.00 Gb           180  
                                         aten::_fft_r2c         0.02%       2.790ms         1.23%     174.426ms     969.033us        1.050s         7.41%        1.756s       9.753ms           0 b           0 b     360.01 Gb    -360.01 Gb           180  
                                       cuLaunchKernelEx         0.03%       4.046ms         3.44%     488.092ms     606.325us       0.000us         0.00%        1.418s       1.762ms           0 b           0 b           0 b           0 b           805  
                                aten::_conv_depthwise2d         0.01%       1.027ms         0.39%      55.102ms     408.162us        1.255s         8.85%        1.395s      10.331ms           0 b           0 b     405.01 Gb           0 b           135  
                                        cudaMemsetAsync         0.02%       3.398ms         2.00%     284.239ms     353.092us       0.000us         0.00%        1.344s       1.670ms           0 b           0 b           0 b           0 b           805  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us        1.255s         8.85%        1.255s       9.294ms           0 b           0 b           0 b           0 b           135  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        1.221s         8.62%        1.221s       7.633ms           0 b           0 b           0 b           0 b           160  
                                               aten::to         0.00%     694.698us         3.81%     540.410ms     478.238us       0.000us         0.00%        1.213s       1.073ms           0 b           0 b     787.62 Gb           0 b          1130  
                                         aten::_to_copy         0.02%       2.403ms         3.80%     539.715ms     705.510us       0.000us         0.00%        1.213s       1.585ms           0 b           0 b     787.62 Gb           0 b           765  
                                         cuLaunchKernel         0.03%       4.227ms         4.90%     695.386ms     629.309us       0.000us         0.00%        1.108s       1.003ms           0 b           0 b           0 b           0 b          1105  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        1.094s         7.72%        1.094s       1.350ms           0 b           0 b           0 b           0 b           810  
void regular_fft_factor<256u, EPT<16u>, 8u, 0u, (pad...         0.00%       0.000us         0.00%       0.000us       0.000us        1.082s         7.63%        1.082s       2.003ms           0 b           0 b           0 b           0 b           540  
                                       vk_layer:24:attn         0.01%       1.201ms         1.41%     200.089ms      40.018ms       0.000us         0.00%        1.061s     212.299ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:31:attn         0.01%       1.276ms         1.41%     199.735ms      39.947ms       0.000us         0.00%        1.035s     207.034ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                        vk_layer:20:hcl         0.03%       4.531ms         2.93%     415.073ms      83.015ms       0.000us         0.00%        1.023s     204.654ms           0 b           0 b       2.50 Gb    -159.12 Gb             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 14.187s
Self CUDA time total: 14.171s
