-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
         ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_tn         0.00%       0.000us         0.00%       0.000us       0.000us        5.503s        24.00%        5.503s      17.195ms           0 b           0 b           0 b           0 b           320  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        4.588s        20.01%        4.588s        4.588s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        4.588s        20.01%        4.588s        4.588s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        4.587s        20.01%        4.587s        4.587s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        4.583s        19.99%        4.583s        4.583s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        4.582s        19.99%        4.582s        4.582s           0 b           0 b           0 b           0 b             1  
                                              aten::mul         0.02%       4.217ms         4.10%     940.066ms     696.345us        2.374s        10.36%        3.986s       2.953ms         -16 b         -16 b    1102.52 Gb    1102.52 Gb          1350  
                                            aten::copy_         0.01%       2.494ms         8.04%        1.843s       1.412ms        2.678s        11.68%        3.528s       2.703ms           0 b           0 b           0 b           0 b          1305  
ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        2.806s        12.24%        2.806s      17.539ms           0 b           0 b           0 b           0 b           160  
                                        vk_layer:27:hcl         0.01%       1.624ms         3.79%     867.967ms     173.593ms       0.000us         0.00%        2.651s     530.121ms           0 b           0 b       1.25 Gb    -212.93 Gb             5  
                                           aten::conv1d         0.00%     218.802us         0.52%     118.823ms     880.173us       0.000us         0.00%        2.601s      19.267ms           0 b           0 b     202.51 Gb           0 b           135  
                                      aten::convolution         0.00%     329.192us         0.52%     118.605ms     878.552us       0.000us         0.00%        2.601s      19.267ms           0 b           0 b     202.51 Gb     -51.00 Gb           135  
                                     aten::_convolution         0.00%     861.977us         0.52%     118.275ms     876.114us       0.000us         0.00%        2.601s      19.267ms           0 b           0 b     253.51 Gb    -151.50 Gb           135  
                                        vk_layer:23:hcl         0.01%       1.611ms         5.84%        1.339s     267.835ms       0.000us         0.00%        2.592s     518.434ms           0 b           0 b       1.25 Gb    -210.93 Gb             5  
                                        vk_layer:30:hcl         0.01%       1.628ms         5.84%        1.339s     267.771ms       0.000us         0.00%        2.591s     518.167ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                         aten::_fft_r2c         0.01%       1.611ms         3.68%     843.398ms       4.686ms        1.340s         5.84%        2.468s      13.712ms           0 b           0 b     225.00 Gb    -180.01 Gb           180  
                                            aten::clone         0.00%     402.825us         1.23%     281.026ms     780.627us       0.000us         0.00%        2.155s       5.985ms           0 b           0 b     315.05 Gb           0 b           360  
                                         aten::fft_rfft         0.00%     344.543us         2.69%     617.337ms       4.573ms       0.000us         0.00%        1.933s      14.319ms           0 b           0 b     162.00 Gb    -108.00 Gb           135  
                                              aten::exp         0.00%     270.692us         0.68%     155.825ms       3.463ms     819.591ms         3.58%        1.913s      42.501ms           0 b           0 b     360.00 Gb     360.00 Gb            45  
                                       aten::contiguous         0.00%      86.937us         0.25%      56.188ms     416.204us       0.000us         0.00%        1.800s      13.334ms           0 b           0 b     202.50 Gb           0 b           135  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        1.507s         6.57%        1.507s       4.784ms           0 b           0 b           0 b           0 b           315  
                                         cuLaunchKernel         0.01%       1.752ms         4.76%        1.091s       1.239ms       0.000us         0.00%        1.485s       1.688ms           0 b           0 b           0 b           0 b           880  
                                        vk_layer:26:hcm         0.01%       1.588ms         3.44%     787.818ms     157.564ms       0.000us         0.00%        1.451s     290.164ms           0 b           0 b       1.25 Gb     -84.44 Gb             5  
                                        vk_layer:29:hcm         0.01%       1.606ms         3.44%     787.863ms     157.573ms       0.000us         0.00%        1.450s     289.946ms           0 b           0 b       1.25 Gb     -82.44 Gb             5  
                                        vk_layer:22:hcm         0.01%       1.550ms         3.44%     787.879ms     157.576ms       0.000us         0.00%        1.443s     288.555ms           0 b           0 b       1.25 Gb     -83.44 Gb             5  
                                        aten::fft_irfft         0.00%     150.118us         1.07%     246.488ms       2.739ms       0.000us         0.00%        1.373s      15.261ms           0 b           0 b      90.00 Gb           0 b            90  
                                         aten::_fft_c2r         0.00%     592.071us         1.07%     246.338ms       2.737ms     619.419ms         2.70%        1.373s      15.261ms           0 b           0 b      90.00 Gb    -180.01 Gb            90  
                                 FlashAttnQKVPackedFunc         0.00%     657.362us         0.01%       2.633ms     105.319us       0.000us         0.00%        1.326s      53.023ms           0 b           0 b       6.25 Gb    -100.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       1.166ms         0.01%       1.574ms      62.965us        1.326s         5.78%        1.326s      53.023ms           0 b           0 b       6.35 Gb           0 b            25  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        1.326s         5.78%        1.326s      53.023ms           0 b           0 b           0 b           0 b            25  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 22.929s
Self CUDA time total: 22.924s
