-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                 FlashAttnQKVPackedFunc         0.01%       1.339ms         0.12%      17.910ms     716.395us       0.000us         0.00%        3.932s     157.280ms           0 b           0 b      12.50 Gb    -200.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       2.249ms         0.10%      15.584ms     623.371us        2.457s        15.84%        3.932s     157.280ms           0 b           0 b      12.70 Gb           0 b            25  
                                           aten::conv1d         0.00%     532.415us         8.62%        1.339s       9.916ms       0.000us         0.00%        3.663s      27.133ms           0 b           0 b     405.01 Gb           0 b           135  
                                      aten::convolution         0.00%     750.368us         8.62%        1.338s       9.912ms       0.000us         0.00%        3.663s      27.133ms           0 b           0 b     405.01 Gb     -12.00 Gb           135  
                                     aten::_convolution         0.01%       1.746ms         8.61%        1.337s       9.907ms       0.000us         0.00%        3.663s      27.133ms           0 b           0 b     417.01 Gb    -393.00 Gb           135  
                                            aten::copy_         0.04%       6.714ms        13.34%        2.072s       1.535ms        1.805s        11.64%        3.556s       2.634ms           0 b           0 b           0 b           0 b          1350  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        3.115s        20.09%        3.115s        3.115s           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        3.111s        20.06%        3.111s        3.111s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        3.105s        20.02%        3.105s        3.105s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        3.101s        19.99%        3.101s        3.101s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        3.094s        19.95%        3.094s        3.094s           0 b           0 b           0 b           0 b             1  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        2.457s        15.84%        2.457s      98.294ms           0 b           0 b           0 b           0 b            25  
                                        vk_layer:23:hcl         0.02%       3.160ms         4.36%     676.518ms     135.304ms       0.000us         0.00%        2.414s     482.728ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        2.412s        15.55%        2.412s       7.537ms           0 b           0 b           0 b           0 b           320  
                                        vk_layer:30:hcl         0.02%       3.226ms         4.34%     674.187ms     134.837ms       0.000us         0.00%        2.409s     481.807ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        vk_layer:27:hcl         0.02%       3.824ms         7.96%        1.236s     247.185ms       0.000us         0.00%        2.380s     476.090ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                        vk_layer:20:hcl         0.02%       3.512ms         7.87%        1.222s     244.303ms       0.000us         0.00%        2.368s     473.572ms           0 b           0 b       2.50 Gb    -419.61 Gb             5  
                                         aten::_fft_r2c         0.02%       3.344ms         2.89%     448.632ms       2.492ms     955.598ms         6.16%        2.261s      12.562ms           0 b           0 b     450.00 Gb    -360.01 Gb           180  
                                            aten::clone         0.01%       1.044ms         9.30%        1.445s       3.568ms       0.000us         0.00%        2.136s       5.274ms           0 b           0 b     675.05 Gb           0 b           405  
                                       cuLaunchKernelEx         0.03%       4.623ms         2.86%     444.596ms     552.293us       0.000us         0.00%        2.004s       2.490ms           0 b           0 b           0 b           0 b           805  
                                       aten::contiguous         0.00%     288.983us         8.40%        1.304s       7.246ms       0.000us         0.00%        1.931s      10.729ms           0 b           0 b     450.00 Gb           0 b           180  
                                aten::_conv_depthwise2d         0.01%       1.172ms         0.28%      42.938ms     318.063us        1.300s         8.38%        1.784s      13.212ms           0 b           0 b     405.01 Gb           0 b           135  
                                        cudaMemsetAsync         0.03%       4.350ms         2.43%     377.191ms     468.560us       0.000us         0.00%        1.697s       2.108ms           0 b           0 b           0 b           0 b           805  
                                         cuLaunchKernel         0.03%       4.414ms         4.50%     698.712ms     720.322us       0.000us         0.00%        1.627s       1.677ms           0 b           0 b           0 b           0 b           970  
                                         aten::fft_rfft         0.00%     660.225us         2.08%     323.136ms       2.394ms       0.000us         0.00%        1.564s      11.585ms           0 b           0 b     280.00 Gb    -260.00 Gb           135  
                                       vk_layer:24:attn         0.01%       1.254ms         0.66%     102.906ms      20.581ms       0.000us         0.00%        1.520s     304.042ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:17:attn         0.01%       1.293ms         0.66%     101.866ms      20.373ms       0.000us         0.00%        1.508s     301.653ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:31:attn         0.01%       1.338ms         0.66%     102.477ms      20.495ms       0.000us         0.00%        1.475s     295.034ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us        1.300s         8.38%        1.300s       9.631ms           0 b           0 b           0 b           0 b           135  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 15.529s
Self CUDA time total: 15.510s
