-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                     aten::_convolution         0.01%       1.895ms         7.87%        2.811s      20.825ms       0.000us         0.00%       19.785s     146.552ms           0 b           0 b     828.01 Gb    -792.00 Gb           135  
                                           aten::linear         0.01%       1.815ms         4.26%        1.522s       2.289ms       0.000us         0.00%       17.846s      26.837ms           0 b           0 b    1275.00 Gb           0 b           665  
                                           aten::matmul         0.01%       2.626ms         3.01%        1.076s       1.668ms       0.000us         0.00%       17.240s      26.729ms           0 b           0 b    1250.62 Gb           0 b           645  
                                               aten::mm         0.03%      11.822ms         3.00%        1.070s       1.660ms        8.597s        24.10%       17.240s      26.729ms           0 b           0 b    1250.62 Gb    1250.62 Gb           645  
                                            aten::clone         0.00%       1.113ms         8.89%        3.175s       7.840ms       0.000us         0.00%       16.186s      39.965ms           0 b           0 b    1350.05 Gb           0 b           405  
                                       aten::contiguous         0.00%     307.214us         7.65%        2.732s      15.176ms       0.000us         0.00%       15.688s      87.156ms           0 b           0 b     900.00 Gb           0 b           180  
                                 FlashAttnQKVPackedFunc         0.00%       1.316ms         0.07%      25.954ms       1.038ms       0.000us         0.00%       15.114s     604.551ms           0 b           0 b      25.00 Gb    -400.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       2.307ms         0.07%      23.597ms     943.882us        9.444s        26.47%       15.114s     604.551ms           0 b           0 b      25.39 Gb           0 b            25  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        9.444s        26.47%        9.444s     377.749ms           0 b           0 b           0 b           0 b            25  
                                        vk_layer:27:hcl         0.01%       3.455ms         3.78%        1.349s     269.844ms       0.000us         0.00%        9.186s        1.837s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:20:hcl         0.01%       4.382ms         3.76%        1.341s     268.258ms       0.000us         0.00%        9.146s        1.829s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:13:hcl         0.01%       3.657ms         3.83%        1.368s     273.523ms       0.000us         0.00%        9.072s        1.814s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:16:hcl         0.01%       3.531ms         3.88%        1.386s     277.214ms       0.000us         0.00%        8.950s        1.790s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:30:hcl         0.01%       3.478ms         3.91%        1.396s     279.285ms       0.000us         0.00%        8.794s        1.759s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:23:hcl         0.01%       3.481ms         3.88%        1.386s     277.232ms       0.000us         0.00%        8.739s        1.748s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        7.145s        20.03%        7.145s        7.145s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        7.143s        20.02%        7.143s        7.143s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        7.141s        20.01%        7.141s        7.141s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        7.138s        20.01%        7.138s        7.138s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        7.133s        19.99%        7.133s        7.133s           0 b           0 b           0 b           0 b             1  
                                              aten::exp         0.00%       1.121ms         1.60%     569.821ms      12.663ms     725.065ms         2.03%        6.284s     139.641ms           0 b           0 b    1440.00 Gb    1440.00 Gb            45  
                                         aten::_fft_r2c         0.01%       3.640ms         2.56%     914.601ms       5.081ms        1.947s         5.46%        6.073s      33.741ms           0 b           0 b     900.00 Gb    -720.01 Gb           180  
                                       vk_layer:17:attn         0.00%       1.335ms         0.34%     122.525ms      24.505ms       0.000us         0.00%        4.981s     996.279ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
                                       vk_layer:24:attn         0.00%       1.345ms         0.34%     122.702ms      24.540ms       0.000us         0.00%        4.976s     995.186ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
                                       vk_layer:31:attn         0.00%       1.346ms         0.34%     122.640ms      24.528ms       0.000us         0.00%        4.914s     982.764ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        4.865s        13.64%        4.865s      15.203ms           0 b           0 b           0 b           0 b           320  
                                         cuLaunchKernel         0.01%       4.630ms         3.35%        1.194s       1.231ms       0.000us         0.00%        4.750s       4.896ms           0 b           0 b           0 b           0 b           970  
                                       cuLaunchKernelEx         0.01%       4.952ms         3.03%        1.082s       1.344ms       0.000us         0.00%        4.624s       5.744ms           0 b           0 b           0 b           0 b           805  
                                               aten::to         0.00%     986.925us         3.26%        1.164s       1.226ms       0.000us         0.00%        4.469s       4.704ms           0 b           0 b    1620.11 Gb           0 b           950  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 35.703s
Self CUDA time total: 35.676s
