-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us     311.513ms        20.17%     311.513ms     311.513ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us     311.087ms        20.15%     311.087ms     311.087ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us     311.002ms        20.14%     311.002ms     311.002ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us     310.703ms        20.12%     310.703ms     310.703ms           0 b           0 b           0 b           0 b             1  
                                    Command Buffer Full        16.53%     257.670ms        16.53%     257.670ms     296.172us     266.721ms        17.27%     266.721ms     306.576us           0 b           0 b           0 b           0 b           870  
                                              aten::mul         0.47%       7.292ms         3.03%      47.235ms      37.488us     232.233ms        15.04%     260.899ms     207.062us           0 b           0 b     258.76 Gb     258.76 Gb          1260  
                                           aten::conv1d         0.03%     438.745us         1.60%      25.008ms     185.246us       0.000us         0.00%     249.566ms       1.849ms           0 b           0 b      50.64 Gb           0 b           135  
                                      aten::convolution         0.04%     666.281us         1.58%      24.570ms     181.996us       0.000us         0.00%     249.566ms       1.849ms           0 b           0 b      50.64 Gb      -1.50 Gb           135  
                                     aten::_convolution         0.10%       1.589ms         1.53%      23.903ms     177.061us       0.000us         0.00%     249.566ms       1.849ms           0 b           0 b      52.14 Gb     -49.12 Gb           135  
                                            aten::copy_         0.32%       4.999ms         4.08%      63.634ms      47.137us     223.486ms        14.47%     246.914ms     182.899us           0 b           0 b           0 b           0 b          1350  
                                aten::_conv_depthwise2d         0.07%       1.063ms         0.46%       7.218ms      53.464us     139.115ms         9.01%     144.414ms       1.070ms           0 b           0 b      50.64 Gb           0 b           135  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     139.115ms         9.01%     139.115ms       1.030ms           0 b           0 b           0 b           0 b           135  
              nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     138.424ms         8.96%     138.424ms     838.934us           0 b           0 b           0 b           0 b           165  
                                        vk_layer:27:hcl         0.19%       2.997ms         3.10%      48.291ms       9.658ms       0.000us         0.00%     130.006ms      26.001ms           0 b           0 b     320.00 Mb     -52.66 Gb             5  
                                        vk_layer:30:hcl         0.19%       2.988ms         3.11%      48.447ms       9.689ms       0.000us         0.00%     129.729ms      25.946ms           0 b           0 b     320.00 Mb     -52.66 Gb             5  
                                            aten::clone         0.06%     939.029us         1.42%      22.194ms      54.800us       0.000us         0.00%     127.897ms     315.794us           0 b           0 b      84.42 Gb           0 b           405  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     113.308ms         7.34%     113.308ms     314.744us           0 b           0 b           0 b           0 b           360  
                                       aten::contiguous         0.02%     293.889us         0.95%      14.805ms      82.252us       0.000us         0.00%     110.377ms     613.203us           0 b           0 b      56.25 Gb           0 b           180  
                                               aten::to         0.06%     858.073us         2.23%      34.792ms      36.624us       0.000us         0.00%     102.852ms     108.265us           0 b           0 b     101.36 Gb           0 b           950  
                                         aten::_to_copy         0.15%       2.359ms         2.18%      33.934ms      44.359us       0.000us         0.00%     102.852ms     134.447us           0 b           0 b     101.36 Gb           0 b           765  
                                       cudaLaunchKernel         1.45%      22.676ms        12.59%     196.266ms      38.073us       6.494ms         0.42%     101.143ms      19.620us           0 b           0 b           0 b           0 b          5155  
                                         aten::_fft_r2c         0.17%       2.590ms         1.49%      23.212ms     128.955us      61.103ms         3.96%      91.500ms     508.335us           0 b           0 b      56.25 Gb     -11.25 Gb           180  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      85.318ms         5.53%      85.318ms       1.896ms           0 b           0 b           0 b           0 b            45  
                                       cuLaunchKernelEx         0.27%       4.143ms         2.53%      39.424ms      48.973us       2.333ms         0.15%      78.102ms      97.021us           0 b           0 b           0 b           0 b           805  
                                        vk_layer:28:hcs         0.20%       3.081ms         3.62%      56.460ms      11.292ms       0.000us         0.00%      76.290ms      15.258ms           0 b           0 b     320.00 Mb     -13.91 Gb             5  
           nvjet_qqtst_192x192_128x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us      74.155ms         4.80%      74.155ms     549.297us           0 b           0 b           0 b           0 b           135  
                                        vk_layer:27:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      74.023ms         4.79%      74.023ms      14.805ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:30:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      73.664ms         4.77%      73.664ms      14.733ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:02:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      73.385ms         4.75%      73.385ms      14.677ms           0 b           0 b           0 b           0 b             5  
                                        vk_layer:20:hcl         0.00%       0.000us         0.00%       0.000us       0.000us      73.374ms         4.75%      73.374ms      14.675ms           0 b           0 b           0 b           0 b             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.559s
Self CUDA time total: 1.544s
