-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       cudaLaunchKernel         0.37%      25.708ms        25.32%        1.739s     305.441us       0.000us         0.00%        1.411s     247.702us           0 b           0 b           0 b           0 b          5695  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        1.382s        20.15%        1.382s        1.382s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        1.378s        20.10%        1.378s        1.378s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        1.376s        20.07%        1.376s        1.376s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        1.367s        19.95%        1.367s        1.367s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        1.365s        19.91%        1.365s        1.365s           0 b           0 b           0 b           0 b             1  
                                           aten::conv1d         0.01%     494.340us         1.58%     108.727ms     805.383us       0.000us         0.00%        1.252s       9.271ms           0 b           0 b     202.51 Gb           0 b           135  
                                      aten::convolution         0.01%     697.696us         1.58%     108.232ms     801.721us       0.000us         0.00%        1.252s       9.271ms           0 b           0 b     202.51 Gb     -10.50 Gb           135  
                                     aten::_convolution         0.02%       1.637ms         1.57%     107.535ms     796.553us       0.000us         0.00%        1.252s       9.271ms           0 b           0 b     213.01 Gb    -192.00 Gb           135  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        1.215s        17.73%        1.215s       3.798ms           0 b           0 b           0 b           0 b           320  
                                            aten::copy_         0.07%       5.136ms        10.51%     721.910ms     534.748us     893.296ms        13.03%        1.121s     830.585us           0 b           0 b           0 b           0 b          1350  
                                aten::_conv_depthwise2d         0.02%       1.076ms         0.59%      40.856ms     302.639us     590.539ms         8.62%     788.083ms       5.838ms           0 b           0 b     202.51 Gb           0 b           135  
                                        vk_layer:27:hcl         0.05%       3.100ms         3.70%     253.921ms      50.784ms       0.000us         0.00%     751.266ms     150.253ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                        vk_layer:23:hcl         0.05%       3.165ms         5.41%     371.721ms      74.344ms       0.000us         0.00%     746.527ms     149.305ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                        vk_layer:30:hcl         0.05%       3.150ms         5.36%     368.367ms      73.673ms       0.000us         0.00%     743.780ms     148.756ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us     617.679ms         9.01%     617.679ms       3.860ms           0 b           0 b           0 b           0 b           160  
                                 FlashAttnQKVPackedFunc         0.02%       1.251ms         0.07%       4.968ms     198.735us       0.000us         0.00%     601.427ms      24.057ms           0 b           0 b       6.25 Gb    -100.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.03%       2.086ms         0.04%       2.792ms     111.678us     601.427ms         8.77%     601.427ms      24.057ms           0 b           0 b       6.35 Gb           0 b            25  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us     601.427ms         8.77%     601.427ms      24.057ms           0 b           0 b           0 b           0 b            25  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     590.539ms         8.62%     590.539ms       4.374ms           0 b           0 b           0 b           0 b           135  
                                            aten::clone         0.01%     961.112us         3.98%     273.349ms     674.936us       0.000us         0.00%     573.322ms       1.416ms           0 b           0 b     337.55 Gb           0 b           405  
                                       cuLaunchKernelEx         0.06%       4.406ms         2.38%     163.489ms     203.091us       0.000us         0.00%     502.251ms     623.915us           0 b           0 b           0 b           0 b           805  
                                         aten::_fft_r2c         0.04%       2.754ms         0.88%      60.606ms     336.701us     338.669ms         4.94%     498.942ms       2.772ms           0 b           0 b     225.00 Gb     -45.00 Gb           180  
                                       aten::contiguous         0.00%     306.984us         1.22%      84.144ms     467.468us       0.000us         0.00%     487.939ms       2.711ms           0 b           0 b     225.00 Gb           0 b           180  
                                               aten::to         0.01%     922.924us         2.56%     175.895ms     185.153us       0.000us         0.00%     475.082ms     500.087us           0 b           0 b     405.11 Gb           0 b           950  
                                         aten::_to_copy         0.04%       2.583ms         2.55%     174.973ms     228.722us       0.000us         0.00%     475.082ms     621.023us           0 b           0 b     405.11 Gb           0 b           765  
                                        cudaMemsetAsync         0.06%       4.075ms         2.49%     170.848ms     212.234us       0.000us         0.00%     469.931ms     583.765us           0 b           0 b           0 b           0 b           805  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     452.333ms         6.60%     452.333ms       1.256ms           0 b           0 b           0 b           0 b           360  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     373.664ms         5.45%     373.664ms       2.076ms           0 b           0 b           0 b           0 b           180  
                                        vk_layer:26:hcm         0.06%       3.801ms         3.59%     246.789ms      49.358ms       0.000us         0.00%     366.884ms      73.377ms           0 b           0 b       1.25 Gb     -77.44 Gb             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.870s
Self CUDA time total: 6.855s
