-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us     265.347ms        20.28%     265.347ms     265.347ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us     264.376ms        20.21%     264.376ms     264.376ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us     262.437ms        20.06%     262.437ms     262.437ms           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us     261.027ms        19.95%     261.027ms     261.027ms           0 b           0 b           0 b           0 b             1  
                                           aten::conv1d         0.03%     380.088us         1.07%      14.137ms     104.715us       0.000us         0.00%     255.781ms       1.895ms           0 b           0 b      50.64 Gb           0 b           135  
                                      aten::convolution         0.04%     546.684us         1.04%      13.756ms     101.900us       0.000us         0.00%     255.781ms       1.895ms           0 b           0 b      50.64 Gb      -2.62 Gb           135  
                                     aten::_convolution         0.15%       1.954ms         1.00%      13.210ms      97.850us       0.000us         0.00%     255.781ms       1.895ms           0 b           0 b      53.26 Gb     -48.00 Gb           135  
                                            aten::copy_         0.39%       5.214ms         2.58%      34.131ms      24.466us     225.708ms        17.25%     240.299ms     172.257us           0 b           0 b           0 b           0 b          1395  
                                    Command Buffer Full         9.79%     129.529ms         9.79%     129.529ms     236.798us     160.481ms        12.26%     160.481ms     293.383us           0 b           0 b           0 b           0 b           547  
                                aten::_conv_depthwise2d         0.08%       1.045ms         0.43%       5.677ms      42.054us     143.375ms        10.96%     154.189ms       1.142ms           0 b           0 b      50.64 Gb           0 b           135  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     143.375ms        10.96%     143.375ms       1.062ms           0 b           0 b           0 b           0 b           135  
              nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     143.137ms        10.94%     143.137ms     867.499us           0 b           0 b           0 b           0 b           165  
                                            aten::clone         0.08%       1.017ms         1.18%      15.567ms      34.593us       0.000us         0.00%     127.624ms     283.609us           0 b           0 b      90.05 Gb           0 b           450  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     118.108ms         9.03%     118.108ms     291.626us           0 b           0 b           0 b           0 b           405  
                                       aten::contiguous         0.03%     381.582us         0.48%       6.312ms      28.055us       0.000us         0.00%     111.434ms     495.263us           0 b           0 b      61.88 Gb           0 b           225  
                                               aten::to         0.06%     767.177us         1.82%      24.015ms      21.253us       0.000us         0.00%      96.885ms      85.739us           0 b           0 b      98.55 Gb           0 b          1130  
                                         aten::_to_copy         0.19%       2.520ms         1.76%      23.248ms      30.390us       0.000us         0.00%      96.885ms     126.647us           0 b           0 b      98.55 Gb           0 b           765  
                                       vk_layer:31:attn         0.09%       1.239ms         1.73%      22.835ms       4.567ms       0.000us         0.00%      82.551ms      16.510ms           0 b           0 b     320.00 Mb      -6.02 Gb             5  
           nvjet_qqtst_192x192_128x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us      74.661ms         5.71%      74.661ms     553.042us           0 b           0 b           0 b           0 b           135  
                                        vk_layer:30:hcl         0.30%       3.943ms         3.31%      43.761ms       8.752ms       0.000us         0.00%      74.557ms      14.911ms           0 b           0 b     320.00 Mb     -20.10 Gb             5  
                                        vk_layer:29:hcm         0.27%       3.610ms         3.47%      45.933ms       9.187ms       0.000us         0.00%      72.816ms      14.563ms           0 b           0 b     320.00 Mb     -19.55 Gb             5  
                                              aten::mul         0.47%       6.236ms         2.67%      35.357ms      34.161us      59.808ms         4.57%      64.270ms      62.096us           0 b           0 b      61.88 Gb      61.88 Gb          1035  
                                         aten::fft_rfft         0.06%     784.771us         1.01%      13.344ms      74.133us       0.000us         0.00%      61.100ms     339.445us           0 b           0 b      46.01 Gb     -44.00 Gb           180  
                                        cudaMemsetAsync         0.29%       3.839ms         1.63%      21.592ms      26.990us       3.222ms         0.25%      59.773ms      74.716us           0 b           0 b           0 b           0 b           800  
                                        vk_layer:28:hcs         0.22%       2.933ms         2.81%      37.222ms       7.444ms       0.000us         0.00%      59.223ms      11.845ms           0 b           0 b     320.00 Mb     -13.91 Gb             5  
                                        vk_layer:27:hcl         0.29%       3.773ms         0.96%      12.702ms       2.540ms       0.000us         0.00%      59.009ms      11.802ms           0 b           0 b     320.00 Mb     -20.10 Gb             5  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      54.066ms         4.13%      54.066ms     100.122us           0 b           0 b           0 b           0 b           540  
                                       cuLaunchKernelEx         0.30%       3.980ms         1.27%      16.834ms      20.912us     490.849us         0.04%      53.908ms      66.966us           0 b           0 b           0 b           0 b           805  
                                 FlashAttnQKVPackedFunc         0.10%       1.266ms         0.69%       9.121ms     364.855us       0.000us         0.00%      50.613ms       2.025ms           0 b           0 b       1.56 Gb     -25.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.16%       2.120ms         0.54%       7.098ms     283.908us      41.973ms         3.21%      50.613ms       2.025ms           0 b           0 b       1.59 Gb           0 b            25  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 1.323s
Self CUDA time total: 1.308s
