-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                      aten::convolution         0.00%     574.057us         2.90%     393.691ms       2.916ms       0.000us         0.00%        3.146s      23.301ms           0 b           0 b     405.01 Gb      -6.00 Gb           135  
                                     aten::_convolution         0.01%       1.767ms         2.90%     393.116ms       2.912ms       0.000us         0.00%        3.146s      23.301ms           0 b           0 b     411.01 Gb    -399.00 Gb           135  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        2.717s        20.04%        2.717s        2.717s           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        2.717s        20.04%        2.717s        2.717s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        2.713s        20.01%        2.713s        2.713s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        2.713s        20.01%        2.713s        2.713s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        2.712s        20.00%        2.712s        2.712s           0 b           0 b           0 b           0 b             1  
                                 FlashAttnQKVPackedFunc         0.01%       1.266ms         0.03%       4.651ms     186.041us       0.000us         0.00%        2.483s      99.310ms           0 b           0 b      12.50 Gb    -200.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       1.888ms         0.02%       2.613ms     104.508us        2.483s        18.31%        2.483s      99.310ms           0 b           0 b      12.70 Gb           0 b            25  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        2.483s        18.31%        2.483s      99.310ms           0 b           0 b           0 b           0 b            25  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        2.418s        17.83%        2.418s       7.556ms           0 b           0 b           0 b           0 b           320  
                                            aten::clone         0.01%       1.076ms         4.70%     638.135ms       1.418ms       0.000us         0.00%        1.959s       4.352ms           0 b           0 b     720.05 Gb           0 b           450  
                                       cudaLaunchKernel         0.18%      23.770ms        26.93%        3.656s     673.934us       0.000us         0.00%        1.871s     344.893us           0 b           0 b           0 b           0 b          5425  
                                       aten::contiguous         0.00%     363.123us         3.12%     423.265ms       1.881ms       0.000us         0.00%        1.773s       7.881ms           0 b           0 b     495.00 Gb           0 b           225  
                                         aten::fft_rfft         0.01%     793.230us         2.33%     316.114ms       1.756ms       0.000us         0.00%        1.598s       8.879ms           0 b           0 b     366.01 Gb    -354.00 Gb           180  
                                aten::_conv_depthwise2d         0.01%       1.064ms         0.40%      53.870ms     399.034us        1.313s         9.69%        1.460s      10.818ms           0 b           0 b     405.01 Gb           0 b           135  
                                       cuLaunchKernelEx         0.03%       4.264ms         3.31%     448.876ms     557.610us       0.000us         0.00%        1.441s       1.790ms           0 b           0 b           0 b           0 b           805  
                                        cudaMemsetAsync         0.03%       4.212ms         1.71%     232.433ms     288.737us       0.000us         0.00%        1.341s       1.666ms           0 b           0 b           0 b           0 b           805  
                                         aten::_fft_r2c         0.02%       2.957ms         1.25%     170.339ms     946.330us     808.838ms         5.97%        1.340s       7.443ms           0 b           0 b     360.01 Gb    -360.01 Gb           180  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us        1.313s         9.69%        1.313s       9.730ms           0 b           0 b           0 b           0 b           135  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        1.247s         9.19%        1.247s       7.791ms           0 b           0 b           0 b           0 b           160  
                                               aten::to         0.01%     775.238us         3.71%     503.592ms     445.657us       0.000us         0.00%        1.133s       1.003ms           0 b           0 b     787.62 Gb           0 b          1130  
                                         aten::_to_copy         0.02%       2.586ms         3.70%     502.817ms     657.277us       0.000us         0.00%        1.133s       1.482ms           0 b           0 b     787.62 Gb           0 b           765  
                                       vk_layer:24:attn         0.01%       1.185ms         1.29%     175.736ms      35.147ms       0.000us         0.00%        1.070s     214.024ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:31:attn         0.01%       1.297ms         1.29%     175.702ms      35.140ms       0.000us         0.00%        1.068s     213.554ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     941.623ms         6.94%     941.623ms       1.162ms           0 b           0 b           0 b           0 b           810  
                                        vk_layer:20:hcl         0.03%       4.455ms         2.87%     389.543ms      77.909ms       0.000us         0.00%     927.723ms     185.545ms           0 b           0 b       2.50 Gb    -157.12 Gb             5  
                                        vk_layer:27:hcl         0.03%       4.082ms         2.83%     384.046ms      76.809ms       0.000us         0.00%     914.465ms     182.893ms           0 b           0 b       2.50 Gb    -157.12 Gb             5  
                                        vk_layer:26:hcm         0.03%       3.847ms         3.01%     408.490ms      81.698ms       0.000us         0.00%     903.633ms     180.727ms           0 b           0 b       2.50 Gb    -154.63 Gb             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 13.575s
Self CUDA time total: 13.559s
