-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        1.181s        20.07%        1.181s        1.181s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        1.181s        20.06%        1.181s        1.181s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        1.180s        20.04%        1.180s        1.180s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        1.178s        20.02%        1.178s        1.178s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        1.177s        20.00%        1.177s        1.177s           0 b           0 b           0 b           0 b             1  
                                           aten::conv1d         0.01%     429.551us         0.90%      53.381ms     395.414us       0.000us         0.00%        1.076s       7.972ms           0 b           0 b     202.51 Gb           0 b           135  
                                      aten::convolution         0.01%     574.669us         0.90%      52.951ms     392.232us       0.000us         0.00%        1.076s       7.972ms           0 b           0 b     202.51 Gb      -9.00 Gb           135  
                                     aten::_convolution         0.03%       1.789ms         0.89%      52.377ms     387.975us       0.000us         0.00%        1.076s       7.972ms           0 b           0 b     211.51 Gb    -193.50 Gb           135  
                                            aten::copy_         0.09%       5.395ms         6.67%     393.165ms     281.839us     900.530ms        15.30%        1.016s     728.436us           0 b           0 b           0 b           0 b          1395  
                                aten::_conv_depthwise2d         0.02%       1.071ms         0.49%      28.978ms     214.654us     600.527ms        10.20%     669.003ms       4.956ms           0 b           0 b     202.51 Gb           0 b           135  
                                 FlashAttnQKVPackedFunc         0.02%       1.283ms         0.08%       4.707ms     188.261us       0.000us         0.00%     638.340ms      25.534ms           0 b           0 b       6.25 Gb    -100.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.03%       1.904ms         0.04%       2.651ms     106.036us     638.340ms        10.85%     638.340ms      25.534ms           0 b           0 b       6.35 Gb           0 b            25  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us     638.340ms        10.85%     638.340ms      25.534ms           0 b           0 b           0 b           0 b            25  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us     620.008ms        10.54%     620.008ms       3.875ms           0 b           0 b           0 b           0 b           160  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     600.527ms        10.20%     600.527ms       4.448ms           0 b           0 b           0 b           0 b           135  
                                       cuLaunchKernelEx         0.07%       4.341ms         4.42%     260.978ms     324.196us       0.000us         0.00%     529.110ms     657.280us           0 b           0 b           0 b           0 b           805  
                                            aten::clone         0.02%       1.066ms         2.74%     161.717ms     359.371us       0.000us         0.00%     518.368ms       1.152ms           0 b           0 b     360.05 Gb           0 b           450  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     471.579ms         8.01%     471.579ms       1.164ms           0 b           0 b           0 b           0 b           405  
                                       aten::contiguous         0.01%     370.017us         1.00%      59.271ms     263.428us       0.000us         0.00%     448.168ms       1.992ms           0 b           0 b     247.50 Gb           0 b           225  
                                               aten::to         0.01%     748.930us         3.37%     198.862ms     175.984us       0.000us         0.00%     437.980ms     387.593us           0 b           0 b     393.87 Gb           0 b          1130  
                                         aten::_to_copy         0.04%       2.519ms         3.36%     198.113ms     258.971us       0.000us         0.00%     437.980ms     572.522us           0 b           0 b     393.87 Gb           0 b           765  
                                        cudaMemsetAsync         0.07%       4.159ms         3.05%     179.937ms     223.524us       0.000us         0.00%     434.159ms     539.328us           0 b           0 b           0 b           0 b           805  
                                         aten::fft_rfft         0.01%     854.479us         1.16%      68.309ms     379.494us       0.000us         0.00%     381.314ms       2.118ms           0 b           0 b     181.01 Gb    -179.00 Gb           180  
                                       vk_layer:24:attn         0.02%       1.261ms         1.60%      94.182ms      18.836ms       0.000us         0.00%     360.154ms      72.031ms           0 b           0 b       1.25 Gb     -24.06 Gb             5  
                                       vk_layer:31:attn         0.02%       1.246ms         1.61%      94.938ms      18.988ms       0.000us         0.00%     357.535ms      71.507ms           0 b           0 b       1.25 Gb     -24.06 Gb             5  
                                        vk_layer:27:hcl         0.07%       4.154ms         3.05%     179.970ms      35.994ms       0.000us         0.00%     338.277ms      67.655ms           0 b           0 b       1.25 Gb     -78.68 Gb             5  
                                        vk_layer:30:hcl         0.07%       4.109ms         3.02%     177.934ms      35.587ms       0.000us         0.00%     330.453ms      66.091ms           0 b           0 b       1.25 Gb     -78.68 Gb             5  
                                        vk_layer:29:hcm         0.06%       3.814ms         3.15%     185.702ms      37.140ms       0.000us         0.00%     329.651ms      65.930ms           0 b           0 b       1.25 Gb     -77.44 Gb             5  
                                        vk_layer:25:hcs         0.05%       3.211ms         2.15%     127.041ms      25.408ms       0.000us         0.00%     322.105ms      64.421ms           0 b           0 b       1.25 Gb     -54.93 Gb             5  
                                        vk_layer:26:hcm         0.07%       4.045ms         6.13%     361.499ms      72.300ms       0.000us         0.00%     318.712ms      63.742ms           0 b           0 b       1.25 Gb     -77.44 Gb             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 5.899s
Self CUDA time total: 5.885s
