-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                     aten::_convolution         0.01%       2.097ms        22.33%        7.108s      52.651ms       0.000us         0.00%       13.863s     102.692ms           0 b           0 b     834.01 Gb    -786.00 Gb           135  
                                          forward_run_4         0.00%     937.987us         9.88%        3.146s        3.146s       0.000us         0.00%       12.048s       12.048s           0 b           0 b           0 b     -35.13 Gb             1  
                                          forward_run_3         0.00%     917.130us         9.90%        3.151s        3.151s       0.000us         0.00%       12.010s       12.010s           0 b           0 b           0 b     -35.13 Gb             1  
                                          forward_run_2         0.00%     969.449us         9.90%        3.153s        3.153s       0.000us         0.00%       11.989s       11.989s           0 b           0 b           0 b     -35.13 Gb             1  
                                          forward_run_1         0.00%     919.993us         9.89%        3.150s        3.150s       0.000us         0.00%       11.957s       11.957s           0 b           0 b           0 b     -35.13 Gb             1  
                                          forward_run_0         0.00%       1.133ms         9.90%        3.153s        3.153s       0.000us         0.00%       11.948s       11.948s           0 b           0 b           0 b     -35.13 Gb             1  
                                            aten::clone         0.00%       1.214ms        19.75%        6.289s      13.975ms       0.000us         0.00%       10.689s      23.754ms           0 b           0 b    1440.05 Gb           0 b           450  
                                       aten::contiguous         0.00%     405.606us        19.37%        6.166s      27.406ms       0.000us         0.00%       10.236s      45.493ms           0 b           0 b     990.00 Gb           0 b           225  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        9.470s        29.76%        9.470s     378.794ms           0 b           0 b           0 b           0 b            25  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        6.376s        20.04%        6.376s        6.376s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        6.375s        20.04%        6.375s        6.375s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        6.366s        20.01%        6.366s        6.366s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        6.364s        20.00%        6.364s        6.364s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        6.355s        19.97%        6.355s        6.355s           0 b           0 b           0 b           0 b             1  
                                       vk_layer:24:attn         0.00%       1.357ms         0.73%     231.091ms      46.218ms       0.000us         0.00%        4.947s     989.397ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
                                       vk_layer:17:attn         0.00%       1.315ms         0.72%     229.164ms      45.833ms       0.000us         0.00%        4.921s     984.105ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        4.884s        15.35%        4.884s      15.262ms           0 b           0 b           0 b           0 b           320  
                                       vk_layer:31:attn         0.00%       1.423ms         0.72%     229.466ms      45.893ms       0.000us         0.00%        4.857s     971.388ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
                                         aten::fft_rfft         0.00%     893.086us         2.73%     869.615ms       4.831ms       0.000us         0.00%        4.445s      24.692ms           0 b           0 b     736.01 Gb    -704.00 Gb           180  
                                aten::_conv_depthwise2d         0.00%       1.234ms         3.17%        1.008s       7.470ms        2.573s         8.09%        3.924s      29.070ms           0 b           0 b     810.01 Gb           0 b           135  
                                         aten::_fft_r2c         0.01%       3.374ms         1.89%     601.433ms       3.341ms        1.683s         5.29%        3.762s      20.897ms           0 b           0 b     720.01 Gb    -720.01 Gb           180  
                                       cuLaunchKernelEx         0.02%       4.788ms         1.97%     626.762ms     778.586us       0.000us         0.00%        3.742s       4.649ms           0 b           0 b           0 b           0 b           805  
                                        cudaMemsetAsync         0.01%       4.623ms         1.18%     377.250ms     468.634us       0.000us         0.00%        3.656s       4.541ms           0 b           0 b           0 b           0 b           805  
                                               aten::to         0.00%     871.745us         6.04%        1.924s       1.703ms       0.000us         0.00%        3.477s       3.077ms           0 b           0 b    1575.13 Gb           0 b          1130  
                                         aten::_to_copy         0.01%       2.962ms         6.04%        1.923s       2.514ms       0.000us         0.00%        3.477s       4.545ms           0 b           0 b    1575.13 Gb           0 b           765  
                                         cuLaunchKernel         0.02%       4.962ms         2.52%     801.231ms     725.096us       0.000us         0.00%        3.172s       2.871ms           0 b           0 b           0 b           0 b          1105  
              nvjet_tst_320x128_64x3_1x2_h_bz_coopB_TNT         0.00%       0.000us         0.00%       0.000us       0.000us        2.598s         8.16%        2.598s      16.234ms           0 b           0 b           0 b           0 b           160  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us        2.573s         8.09%        2.573s      19.061ms           0 b           0 b           0 b           0 b           135  
                                        vk_layer:27:hcl         0.01%       4.752ms         2.50%     796.430ms     159.286ms       0.000us         0.00%        2.521s     504.232ms           0 b           0 b       5.00 Gb    -314.00 Gb             5  
                                        vk_layer:20:hcl         0.01%       4.729ms         2.50%     796.362ms     159.272ms       0.000us         0.00%        2.484s     496.812ms           0 b           0 b       5.00 Gb    -322.00 Gb             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 31.838s
Self CUDA time total: 31.816s
