-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        cudaMemsetAsync         0.03%       7.163ms        26.09%        7.255s       5.781ms       0.000us         0.00%        7.999s       6.374ms           0 b           0 b           0 b           0 b          1255  
                                           aten::conv1d         0.00%     700.767us         6.76%        1.879s       8.947ms       0.000us         0.00%        7.100s      33.810ms           0 b           0 b     630.04 Gb           0 b           210  
                                      aten::convolution         0.00%     909.756us         6.75%        1.878s       8.944ms       0.000us         0.00%        7.100s      33.810ms           0 b           0 b     630.04 Gb     -18.00 Gb           210  
                                     aten::_convolution         0.01%       2.591ms         6.75%        1.877s       8.939ms       0.000us         0.00%        7.100s      33.810ms           0 b           0 b     648.04 Gb    -612.00 Gb           210  
                                            aten::copy_         0.03%       9.130ms        12.84%        3.571s       1.646ms        2.951s        10.62%        6.734s       3.103ms           0 b           0 b           0 b           0 b          2170  
                                       cuLaunchKernelEx         0.03%       7.445ms         3.25%     904.802ms     720.958us       0.000us         0.00%        6.366s       5.072ms           0 b           0 b           0 b           0 b          1255  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        5.576s        20.07%        5.576s        5.576s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        5.571s        20.05%        5.571s        5.571s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        5.560s        20.01%        5.560s        5.560s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        5.550s        19.97%        5.550s        5.550s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        5.549s        19.97%        5.549s        5.549s           0 b           0 b           0 b           0 b             1  
                                       cudaLaunchKernel         0.14%      38.891ms        18.11%        5.035s     596.904us       0.000us         0.00%        5.389s     638.837us           0 b           0 b           0 b           0 b          8435  
                                            aten::clone         0.01%       1.820ms         7.15%        1.990s       2.842ms       0.000us         0.00%        4.288s       6.125ms           0 b           0 b    1120.15 Gb           0 b           700  
                                       aten::contiguous         0.00%     477.821us         5.94%        1.653s       4.722ms       0.000us         0.00%        4.019s      11.483ms           0 b           0 b     770.00 Gb           0 b           350  
                                aten::_conv_depthwise2d         0.01%       1.799ms         0.99%     275.005ms       1.310ms        2.207s         7.94%        3.256s      15.504ms           0 b           0 b     630.04 Gb           0 b           210  
                                 FlashAttnQKVPackedFunc         0.01%       2.182ms         0.03%       7.881ms     197.020us       0.000us         0.00%        2.213s      55.322ms           0 b           0 b      20.00 Gb    -320.02 Mb            40  
                        flash_attn::_flash_attn_forward         0.01%       3.195ms         0.02%       4.427ms     110.674us        2.213s         7.96%        2.213s      55.322ms           0 b           0 b      20.31 Gb           0 b            40  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        2.213s         7.96%        2.213s      55.322ms           0 b           0 b           0 b           0 b            40  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us        2.207s         7.94%        2.207s      10.511ms           0 b           0 b           0 b           0 b           210  
                                               aten::to         0.01%       1.435ms         4.01%        1.114s     635.000us       0.000us         0.00%        2.174s       1.239ms           0 b           0 b    1225.35 Gb           0 b          1755  
                                         aten::_to_copy         0.01%       3.957ms         4.00%        1.113s     935.286us       0.000us         0.00%        2.174s       1.827ms           0 b           0 b    1225.35 Gb           0 b          1190  
           nvjet_qqtst_192x192_128x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        2.034s         7.32%        2.034s       9.685ms           0 b           0 b           0 b           0 b           210  
                                         aten::fft_rfft         0.01%       1.522ms         3.27%     908.647ms       3.245ms       0.000us         0.00%        1.561s       5.574ms           0 b           0 b     570.02 Gb    -550.00 Gb           280  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        1.520s         5.47%        1.520s       1.206ms           0 b           0 b           0 b           0 b          1260  
                                       vk_layer:31:attn         0.01%       1.419ms         2.41%     670.063ms     134.013ms       0.000us         0.00%        1.327s     265.449ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:24:attn         0.00%       1.347ms         2.38%     662.912ms     132.582ms       0.000us         0.00%        1.326s     265.291ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:35:attn         0.01%       1.489ms         0.67%     186.751ms      37.350ms       0.000us         0.00%        1.307s     261.420ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:42:attn         0.00%       1.384ms         0.68%     190.160ms      38.032ms       0.000us         0.00%        1.302s     260.345ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                       vk_layer:49:attn         0.00%       1.325ms         0.67%     185.084ms      37.017ms       0.000us         0.00%        1.293s     258.562ms           0 b           0 b       2.50 Gb     -48.13 Gb             5  
                                        vk_layer:30:hcl         0.02%       4.289ms         2.02%     560.513ms     112.103ms       0.000us         0.00%        1.249s     249.899ms           0 b           0 b       2.50 Gb    -157.82 Gb             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 27.808s
Self CUDA time total: 27.785s
