-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          forward_run_4         0.00%       1.519ms        13.84%        8.405s        8.405s       0.000us         0.00%       26.153s       26.153s           0 b           0 b           0 b     -53.06 Gb             1  
                                          forward_run_1         0.00%       1.546ms        13.78%        8.368s        8.368s       0.000us         0.00%       26.144s       26.144s           0 b           0 b           0 b     -53.06 Gb             1  
                                          forward_run_3         0.00%       1.584ms        13.79%        8.373s        8.373s       0.000us         0.00%       26.081s       26.081s           0 b           0 b           0 b     -53.06 Gb             1  
                                          forward_run_2         0.00%       1.571ms        13.81%        8.391s        8.391s       0.000us         0.00%       26.062s       26.062s           0 b           0 b           0 b     -53.06 Gb             1  
                                            aten::clone         0.00%       2.041ms        21.69%       13.175s      18.822ms       0.000us         0.00%       22.454s      32.078ms           0 b           0 b    2240.15 Gb           0 b           700  
                                       aten::contiguous         0.00%     793.648us        21.08%       12.806s      36.588ms       0.000us         0.00%       21.658s      61.879ms           0 b           0 b    1540.00 Gb           0 b           350  
                                        cudaMemsetAsync         0.01%       7.657ms         1.29%     784.363ms     624.991us       0.000us         0.00%       16.762s      13.356ms           0 b           0 b           0 b           0 b          1255  
                                       cuLaunchKernelEx         0.01%       7.821ms         4.72%        2.864s       2.282ms       0.000us         0.00%       16.334s      13.015ms           0 b           0 b           0 b           0 b          1255  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us       16.101s        26.52%       16.101s      32.202ms           0 b           0 b           0 b           0 b           500  
                                 FlashAttnQKVPackedFunc         0.00%       2.279ms         0.23%     139.112ms       3.478ms       0.000us         0.00%       13.347s     333.670ms           0 b           0 b      40.00 Gb    -640.02 Mb            40  
                        flash_attn::_flash_attn_forward         0.01%       3.537ms         0.22%     135.465ms       3.387ms        7.642s        12.59%       13.347s     333.670ms           0 b           0 b      40.63 Gb           0 b            40  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us       12.160s        20.03%       12.160s       12.160s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us       12.149s        20.01%       12.149s       12.149s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us       12.148s        20.01%       12.148s       12.148s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us       12.144s        20.00%       12.144s       12.144s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us       12.135s        19.99%       12.135s       12.135s           0 b           0 b           0 b           0 b             1  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        8.883s        14.63%        8.883s      35.531ms           0 b           0 b           0 b           0 b           250  
                                         aten::fft_rfft         0.00%       1.621ms         4.96%        3.014s      10.763ms       0.000us         0.00%        7.942s      28.363ms           0 b           0 b    1132.02 Gb   -1108.00 Gb           280  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        7.642s        12.59%        7.642s     191.059ms           0 b           0 b           0 b           0 b            40  
                                aten::_conv_depthwise2d         0.00%       2.151ms         6.18%        3.754s      17.877ms        4.185s         6.89%        7.084s      33.734ms           0 b           0 b    1260.04 Gb           0 b           210  
                                         aten::_fft_r2c         0.01%       5.520ms         3.25%        1.976s       7.058ms        2.507s         4.13%        6.711s      23.969ms           0 b           0 b    1120.02 Gb   -1120.02 Gb           280  
                                               aten::to         0.00%       1.621ms         9.33%        5.668s       3.230ms       0.000us         0.00%        6.607s       3.765ms           0 b           0 b    2450.36 Gb           0 b          1755  
                                         aten::_to_copy         0.01%       4.702ms         9.33%        5.666s       4.762ms       0.000us         0.00%        6.607s       5.552ms           0 b           0 b    2450.36 Gb           0 b          1190  
                                         cuLaunchKernel         0.01%       8.049ms         4.02%        2.443s       1.420ms       0.000us         0.00%        6.327s       3.678ms           0 b           0 b           0 b           0 b          1720  
           nvjet_qqtst_192x192_128x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        4.253s         7.01%        4.253s      20.254ms           0 b           0 b           0 b           0 b           210  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us        4.185s         6.89%        4.185s      19.927ms           0 b           0 b           0 b           0 b           210  
                                       vk_layer:17:attn         0.00%       1.325ms         0.42%     255.198ms      51.040ms       0.000us         0.00%        4.178s     835.565ms           0 b           0 b       5.00 Gb     -96.25 Gb             5  
                                       vk_layer:49:attn         0.00%       1.380ms         0.42%     254.173ms      50.835ms       0.000us         0.00%        4.126s     825.106ms           0 b           0 b       5.00 Gb     -96.25 Gb             5  
                                       vk_layer:31:attn         0.00%       1.436ms         0.42%     255.555ms      51.111ms       0.000us         0.00%        4.118s     823.519ms           0 b           0 b       5.00 Gb     -96.25 Gb             5  
                                       vk_layer:35:attn         0.00%       1.524ms         0.42%     255.046ms      51.009ms       0.000us         0.00%        4.106s     821.196ms           0 b           0 b       5.00 Gb     -96.25 Gb             5  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 60.739s
Self CUDA time total: 60.707s
