-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         0.04%      12.758ms         2.41%     860.775ms       1.335ms        8.617s        24.11%       19.023s      29.492ms           0 b           0 b    1250.62 Gb    1250.62 Gb           645  
                                            aten::copy_         0.03%       9.866ms        13.72%        4.907s       3.760ms        3.554s         9.95%       18.454s      14.141ms           0 b           0 b           0 b           0 b          1305  
                                           aten::conv1d         0.00%     565.460us        11.20%        4.004s      29.660ms       0.000us         0.00%       17.513s     129.725ms           0 b           0 b     810.01 Gb           0 b           135  
                                      aten::convolution         0.00%     756.112us        11.19%        4.003s      29.655ms       0.000us         0.00%       17.513s     129.725ms           0 b           0 b     810.01 Gb     -12.00 Gb           135  
                                     aten::_convolution         0.01%       2.032ms        11.19%        4.003s      29.650ms       0.000us         0.00%       17.513s     129.725ms           0 b           0 b     822.01 Gb    -798.00 Gb           135  
                                 FlashAttnQKVPackedFunc         0.00%       1.404ms         0.03%       9.090ms     363.618us       0.000us         0.00%       15.077s     603.084ms           0 b           0 b      25.00 Gb    -400.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.01%       2.429ms         0.02%       6.744ms     269.756us        9.420s        26.36%       15.077s     603.084ms           0 b           0 b      25.39 Gb           0 b            25  
                                            aten::clone         0.00%       1.164ms         9.32%        3.334s       9.261ms       0.000us         0.00%       13.830s      38.416ms           0 b           0 b    1260.05 Gb           0 b           360  
                                       aten::contiguous         0.00%     228.611us         8.63%        3.086s      22.863ms       0.000us         0.00%       13.322s      98.681ms           0 b           0 b     810.00 Gb           0 b           135  
                                        vk_layer:13:hcl         0.01%       3.522ms         3.46%        1.236s     247.259ms       0.000us         0.00%        9.491s        1.898s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:27:hcl         0.01%       3.430ms         3.43%        1.227s     245.348ms       0.000us         0.00%        9.482s        1.896s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:20:hcl         0.01%       3.427ms         3.43%        1.226s     245.200ms       0.000us         0.00%        9.481s        1.896s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us        9.420s        26.36%        9.420s     376.799ms           0 b           0 b           0 b           0 b            25  
                                        vk_layer:16:hcl         0.01%       3.629ms         3.81%        1.364s     272.759ms       0.000us         0.00%        9.064s        1.813s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:23:hcl         0.01%       3.659ms         3.83%        1.370s     274.024ms       0.000us         0.00%        9.007s        1.801s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                        vk_layer:30:hcl         0.01%       3.958ms         3.84%        1.372s     274.420ms       0.000us         0.00%        9.001s        1.800s           0 b           0 b       5.00 Gb    -838.99 Gb             5  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        7.173s        20.07%        7.173s        7.173s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        7.153s        20.02%        7.153s        7.153s           0 b           0 b           0 b           0 b             1  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        7.150s        20.01%        7.150s        7.150s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        7.142s        19.99%        7.142s        7.142s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        7.140s        19.98%        7.140s        7.140s           0 b           0 b           0 b           0 b             1  
                                              aten::exp         0.00%       1.148ms         2.95%        1.054s      23.427ms     724.928ms         2.03%        6.959s     154.649ms           0 b           0 b    1440.00 Gb    1440.00 Gb            45  
                                         aten::_fft_r2c         0.01%       4.117ms         1.70%     609.406ms       3.386ms        1.952s         5.46%        5.902s      32.787ms           0 b           0 b     900.00 Gb    -720.01 Gb           180  
                                        cudaMemsetAsync         0.01%       4.199ms         1.90%     680.121ms     844.871us       0.000us         0.00%        5.722s       7.108ms           0 b           0 b           0 b           0 b           805  
                                       vk_layer:24:attn         0.00%       1.397ms         0.38%     135.003ms      27.001ms       0.000us         0.00%        4.925s     985.086ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
                                       vk_layer:17:attn         0.00%       1.356ms         0.38%     134.836ms      26.967ms       0.000us         0.00%        4.885s     976.930ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        4.867s        13.62%        4.867s      15.211ms           0 b           0 b           0 b           0 b           320  
                                       cuLaunchKernelEx         0.01%       4.230ms         1.23%     439.839ms     546.384us       0.000us         0.00%        4.836s       6.007ms           0 b           0 b           0 b           0 b           805  
                                       vk_layer:31:attn         0.00%       1.455ms         0.38%     134.913ms      26.983ms       0.000us         0.00%        4.803s     960.691ms           0 b           0 b       5.00 Gb     -96.26 Gb             5  
                                         cuLaunchKernel         0.01%       3.514ms        18.62%        6.657s       7.565ms       0.000us         0.00%        4.687s       5.326ms           0 b           0 b           0 b           0 b           880  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 35.762s
Self CUDA time total: 35.734s
