-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                    Command Buffer Full        46.55%        7.255s        46.55%        7.255s       1.859ms       15.653s       100.56%       15.653s       4.010ms           0 b           0 b           0 b           0 b          3903  
                                       cudaLaunchKernel         0.18%      28.100ms        34.62%        5.395s     728.625us       0.000us         0.00%       10.462s       1.413ms           0 b           0 b           0 b           0 b          7405  
                                           aten::linear         0.01%       1.839ms         6.12%     953.943ms       1.435ms       0.000us         0.00%        8.187s      12.312ms           0 b           0 b     637.50 Gb           0 b           665  
                                           aten::matmul         0.01%       2.333ms         5.75%     896.306ms       1.390ms       0.000us         0.00%        7.915s      12.271ms           0 b           0 b     625.31 Gb           0 b           645  
                                               aten::mm         0.08%      11.872ms         5.72%     891.440ms       1.382ms        4.258s        27.35%        7.915s      12.271ms           0 b           0 b     625.31 Gb     625.31 Gb           645  
                                              aten::mul         0.06%       9.344ms         5.80%     903.227ms     669.057us        2.038s        13.10%        6.300s       4.667ms           0 b           0 b    2205.04 Gb    2205.04 Gb          1350  
                                          forward_run_1         0.01%     936.122us         9.58%        1.492s        1.492s       0.000us         0.00%        6.119s        6.119s           0 b           0 b           0 b     -17.56 Gb             1  
                                          forward_run_4         0.01%     876.214us         9.64%        1.503s        1.503s       0.000us         0.00%        6.113s        6.113s           0 b           0 b           0 b     -17.56 Gb             1  
                                          forward_run_2         0.01%     874.034us         9.69%        1.510s        1.510s       0.000us         0.00%        6.113s        6.113s           0 b           0 b           0 b     -17.56 Gb             1  
                                          forward_run_0         0.01%       1.010ms         9.60%        1.496s        1.496s       0.000us         0.00%        6.096s        6.096s           0 b           0 b           0 b     -17.56 Gb             1  
                                          forward_run_3         0.01%     880.079us         9.60%        1.496s        1.496s       0.000us         0.00%        6.087s        6.087s           0 b           0 b           0 b     -17.56 Gb             1  
