-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       cudaLaunchKernel         0.32%      22.331ms        24.77%        1.706s     292.692us       0.000us         0.00%        1.606s     275.473us           0 b           0 b           0 b           0 b          5830  
                                          forward_run_4         0.00%       0.000us         0.00%       0.000us       0.000us        1.383s        20.12%        1.383s        1.383s           0 b           0 b           0 b           0 b             1  
                                          forward_run_3         0.00%       0.000us         0.00%       0.000us       0.000us        1.381s        20.10%        1.381s        1.381s           0 b           0 b           0 b           0 b             1  
                                          forward_run_2         0.00%       0.000us         0.00%       0.000us       0.000us        1.379s        20.07%        1.379s        1.379s           0 b           0 b           0 b           0 b             1  
                                          forward_run_1         0.00%       0.000us         0.00%       0.000us       0.000us        1.374s        19.99%        1.374s        1.374s           0 b           0 b           0 b           0 b             1  
                                          forward_run_0         0.00%       0.000us         0.00%       0.000us       0.000us        1.369s        19.92%        1.369s        1.369s           0 b           0 b           0 b           0 b             1  
                                           aten::conv1d         0.01%     473.706us         0.85%      58.695ms     434.775us       0.000us         0.00%        1.294s       9.583ms           0 b           0 b     202.51 Gb           0 b           135  
                                      aten::convolution         0.01%     650.313us         0.85%      58.221ms     431.266us       0.000us         0.00%        1.294s       9.583ms           0 b           0 b     202.51 Gb     -13.50 Gb           135  
                                     aten::_convolution         0.02%       1.624ms         0.84%      57.571ms     426.449us       0.000us         0.00%        1.294s       9.583ms           0 b           0 b     216.01 Gb    -189.00 Gb           135  
              nvjet_tst_192x192_64x4_1x2_h_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us        1.213s        17.66%        1.213s       3.792ms           0 b           0 b           0 b           0 b           320  
                                            aten::copy_         0.07%       4.796ms         5.92%     408.008ms     312.650us     874.493ms        12.72%        1.088s     834.023us           0 b           0 b           0 b           0 b          1305  
                                 FlashAttnQKVPackedFunc         0.02%       1.248ms         0.10%       6.610ms     264.405us       0.000us         0.00%     835.659ms      33.426ms           0 b           0 b       6.25 Gb    -100.01 Mb            25  
                        flash_attn::_flash_attn_forward         0.03%       1.876ms         0.07%       4.638ms     185.535us     599.499ms         8.72%     835.659ms      33.426ms           0 b           0 b       6.35 Gb           0 b            25  
                                aten::_conv_depthwise2d         0.02%       1.112ms         0.42%      28.776ms     213.152us     591.622ms         8.61%     788.066ms       5.838ms           0 b           0 b     202.51 Gb           0 b           135  
                                        vk_layer:27:hcl         0.04%       2.913ms         3.77%     259.988ms      51.998ms       0.000us         0.00%     761.795ms     152.359ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                        vk_layer:23:hcl         0.05%       3.172ms         5.84%     402.204ms      80.441ms       0.000us         0.00%     756.898ms     151.380ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                        vk_layer:30:hcl         0.05%       3.137ms         5.83%     401.456ms      80.291ms       0.000us         0.00%     754.496ms     150.899ms           0 b           0 b       1.25 Gb    -209.93 Gb             5  
                                        cudaMemsetAsync         0.05%       3.295ms         1.98%     136.105ms     169.075us       0.000us         0.00%     675.979ms     839.725us           0 b           0 b           0 b           0 b           805  
              nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN         0.00%       0.000us         0.00%       0.000us       0.000us     616.800ms         8.97%     616.800ms       3.855ms           0 b           0 b           0 b           0 b           160  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us     599.499ms         8.72%     599.499ms      23.980ms           0 b           0 b           0 b           0 b            25  
                                            aten::clone         0.01%     936.972us         2.58%     177.718ms     493.660us       0.000us         0.00%     592.241ms       1.645ms           0 b           0 b     315.05 Gb           0 b           360  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     591.622ms         8.61%     591.622ms       4.382ms           0 b           0 b           0 b           0 b           135  
                                       cuLaunchKernelEx         0.05%       3.657ms         2.83%     194.599ms     241.738us       0.000us         0.00%     554.078ms     688.296us           0 b           0 b           0 b           0 b           805  
                                         aten::_fft_r2c         0.04%       2.933ms         1.76%     121.057ms     672.536us     337.936ms         4.92%     506.913ms       2.816ms           0 b           0 b     225.00 Gb     -45.00 Gb           180  
                                       aten::contiguous         0.00%     180.915us         0.38%      26.113ms     193.430us       0.000us         0.00%     505.593ms       3.745ms           0 b           0 b     202.50 Gb           0 b           135  
                                       vk_layer:24:attn         0.02%       1.209ms         1.20%      82.824ms      16.565ms       0.000us         0.00%     457.336ms      91.467ms           0 b           0 b       1.25 Gb     -24.06 Gb             5  
                                       vk_layer:31:attn         0.02%       1.178ms         1.20%      82.947ms      16.589ms       0.000us         0.00%     451.105ms      90.221ms           0 b           0 b       1.25 Gb     -24.06 Gb             5  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     433.867ms         6.31%     433.867ms       1.377ms           0 b           0 b           0 b           0 b           315  
                                               aten::to         0.01%     816.953us         2.85%     196.550ms     197.538us       0.000us         0.00%     433.391ms     435.569us           0 b           0 b     405.11 Gb           0 b           995  
                                         aten::_to_copy         0.03%       2.378ms         2.84%     195.733ms     255.861us       0.000us         0.00%     433.391ms     566.524us           0 b           0 b     405.11 Gb           0 b           765  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.888s
Self CUDA time total: 6.873s
